id_annonce,site,prix,surface,prix_m2,type,description,code_postal,ville,latitude,longitude,url,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m
367,Vizzit,950.0,42.0,22.62,Appartement,2 pièce - 42 m² - s,69009,Lyon,45.76899,4.80542,https://www.vizzit.fr/fr/property/appartement/lyon-9/Agh2wmki26oqmtid,Vaise / Valmy,T2,2085.0,0,162.0,3,373.0,1,605.0,0,648.0,0,635.0,0,171.0,6,520.0,0,911.0,0,281.0,2,645.0,0,1304.0,0,160.0,7,4069.0,0,479.0,1,561.0,0,765.0,0,616.0,0,2154.0,0,864.0,0
368,Vizzit,805.0,35.0,23.0,Appartement,1 pièce - 35 m²,69001,Lyon,45.76899,4.83492,https://www.vizzit.fr/fr/property/appartement/lyon-1/A6i9fyvjksjd1za1,Terreaux / Hotel de Ville,Studio/T1,174.0,3,44.0,70,129.0,7,285.0,1,233.0,3,19.0,4,107.0,10,101.0,6,1251.0,0,67.0,6,251.0,3,676.0,0,231.0,16,2234.0,0,218.0,2,91.0,5,1210.0,0,654.0,0,253.0,2,1840.0,0
369,Vizzit,800.0,46.0,17.39,Appartement,2 pièce - 46 m² - s,69001,Lyon,45.76899,4.83492,https://www.vizzit.fr/fr/property/appartement/lyon-1/A6d3landgzcz3zk2,Terreaux / Hotel de Ville,T2,174.0,3,44.0,70,129.0,7,285.0,1,233.0,3,19.0,4,107.0,10,101.0,6,1251.0,0,67.0,6,251.0,3,676.0,0,231.0,16,2234.0,0,218.0,2,91.0,5,1210.0,0,654.0,0,253.0,2,1840.0,0
370,Vizzit,622.0,36.0,17.28,Studio,36 m² - Studio,69001,Lyon,45.76899,4.83492,https://www.vizzit.fr/fr/property/appartement/lyon-1/A864a8a0tss3swes,Terreaux / Hotel de Ville,Studio/T1,174.0,3,44.0,70,129.0,7,285.0,1,233.0,3,19.0,4,107.0,10,101.0,6,1251.0,0,67.0,6,251.0,3,676.0,0,231.0,16,2234.0,0,218.0,2,91.0,5,1210.0,0,654.0,0,253.0,2,1840.0,0
371,Vizzit,360.0,12.0,30.0,Studio,12 m² - Studio,69001,Lyon,45.769,4.82817,https://www.vizzit.fr/fr/property/appartement/lyon-1/Aslwiytfhxgqwi4s,Terreaux / Hotel de Ville,Studio/T1,381.0,3,80.0,54,145.0,6,325.0,1,266.0,4,77.0,8,85.0,8,229.0,3,1188.0,0,234.0,3,99.0,4,841.0,0,33.0,24,2590.0,0,308.0,2,314.0,2,990.0,0,738.0,0,432.0,1,1392.0,0
372,Vizzit,1080.0,42.0,25.71,Appartement,2 pièce - 42 m² - s,69006,Lyon,45.76921,4.8525,https://www.vizzit.fr/fr/property/appartement/lyon-6/Auvvohzt0f9a47bo,Brotteaux / Foch,T2,1072.0,0,43.0,17,222.0,3,290.0,2,18.0,10,413.0,2,95.0,4,577.0,0,319.0,1,283.0,7,6.0,2,1373.0,0,95.0,20,1729.0,0,403.0,2,81.0,2,1640.0,0,56.0,3,1319.0,0,2985.0,0
373,Vizzit,747.0,46.0,16.24,Appartement,3 pièce - 46 m² - s,69001,Lyon,45.7693,4.8263,https://www.vizzit.fr/fr/property/appartement/lyon-1/Axo212ihc0b6d2jc,Pentes Croix-Rousse,T3,519.0,0,73.0,38,294.0,2,470.0,1,330.0,2,216.0,8,78.0,8,225.0,2,1243.0,0,226.0,3,214.0,4,906.0,0,41.0,25,2677.0,0,263.0,2,459.0,1,888.0,0,768.0,0,553.0,0,1299.0,0
374,Vizzit,1100.0,45.0,24.44,Appartement,2 pièce - 45 m² - s,69001,Lyon,45.76935,4.81825,https://www.vizzit.fr/fr/property/appartement/lyon-1/Azobguoig042hlh7,Pentes Croix-Rousse,T2,1109.0,0,85.0,5,821.0,0,999.0,0,361.0,1,554.0,0,195.0,7,555.0,0,1014.0,0,544.0,0,636.0,0,1015.0,0,206.0,10,3178.0,0,544.0,0,527.0,0,814.0,0,1034.0,0,1161.0,0,931.0,0
375,Vizzit,2950.0,205.0,14.39,Appartement,6 pièce - 205 m² - s,69001,Lyon,45.76947,4.82676,https://www.vizzit.fr/fr/property/appartement/lyon-1/Afl41892hv8t0xp3,Pentes Croix-Rousse,Grand (T4+),482.0,1,89.0,39,263.0,2,446.0,1,334.0,2,197.0,8,72.0,8,243.0,2,1255.0,0,246.0,3,200.0,4,873.0,0,73.0,24,2638.0,0,299.0,2,435.0,1,888.0,0,734.0,0,513.0,0,1339.0,0
376,Vizzit,630.0,21.0,30.0,Studio,21 m² - Studio,69006,Lyon,45.76949,4.85366,https://www.vizzit.fr/fr/property/appartement/lyon-6/A7x7tvpthvhwxfg3,Brotteaux / Foch,Studio/T1,1088.0,0,50.0,17,245.0,3,208.0,2,28.0,11,497.0,1,136.0,4,500.0,0,224.0,1,295.0,7,94.0,2,1412.0,0,91.0,18,1699.0,0,488.0,1,39.0,2,1672.0,0,40.0,3,1403.0,0,3012.0,0
377,Vizzit,450.0,17.0,26.47,Studio,17 m² - Studio,69009,Lyon,45.76953,4.80168,https://www.vizzit.fr/fr/property/appartement/lyon-9/Aby5uyn2r0tyi6jy,Vaise / Valmy,Studio/T1,2380.0,0,99.0,3,423.0,1,689.0,0,699.0,0,751.0,0,131.0,10,777.0,0,800.0,0,496.0,1,673.0,0,1458.0,0,68.0,8,4309.0,0,568.0,0,657.0,0,804.0,0,685.0,0,2439.0,0,1089.0,0
378,Vizzit,777.0,34.0,22.85,Appartement,1 pièce - 34 m²,69001,Lyon,45.76992,4.82971,https://www.vizzit.fr/fr/property/appartement/lyon-1/Aacem29i210vjl9a,Pentes Croix-Rousse,Studio/T1,253.0,2,43.0,56,124.0,7,308.0,1,250.0,4,129.0,9,234.0,9,135.0,5,1222.0,0,204.0,4,216.0,4,689.0,0,131.0,15,2433.0,0,204.0,2,297.0,3,984.0,0,607.0,0,280.0,2,1549.0,0
379,Vizzit,1160.0,48.0,24.17,Appartement,2 pièce - 48 m² - s,69001,Lyon,45.76992,4.82971,https://www.vizzit.fr/fr/property/appartement/lyon-1/Aspfn9roumvho6g6,Pentes Croix-Rousse,T2,253.0,2,43.0,56,124.0,7,308.0,1,250.0,4,129.0,9,234.0,9,135.0,5,1222.0,0,204.0,4,216.0,4,689.0,0,131.0,15,2433.0,0,204.0,2,297.0,3,984.0,0,607.0,0,280.0,2,1549.0,0
380,Vizzit,590.0,16.0,36.88,Studio,16 m² - Studio,69009,Lyon,45.76994,4.79843,https://www.vizzit.fr/fr/property/appartement/lyon-9/Asw27ak35tb0xhoe,Vaise / Valmy,Studio/T1,2636.0,0,178.0,2,599.0,0,826.0,0,836.0,0,923.0,0,216.0,8,1019.0,0,780.0,0,410.0,1,747.0,0,1627.0,0,123.0,9,4525.0,0,742.0,0,788.0,0,622.0,0,835.0,0,2688.0,0,1304.0,0
381,Vizzit,316.0,16.0,19.75,Studio,16 m² - Studio,69009,Lyon,45.76994,4.79843,https://www.vizzit.fr/fr/property/appartement/lyon-9/Aoqt530hxjkorjpo,Vaise / Valmy,Studio/T1,2636.0,0,178.0,2,599.0,0,826.0,0,836.0,0,923.0,0,216.0,8,1019.0,0,780.0,0,410.0,1,747.0,0,1627.0,0,123.0,9,4525.0,0,742.0,0,788.0,0,622.0,0,835.0,0,2688.0,0,1304.0,0
382,Vizzit,990.0,80.0,12.38,Appartement,3 pièce - 80 m² - s,69001,Lyon,45.77002,4.8347,https://www.vizzit.fr/fr/property/appartement/lyon-1/A2hbc9r0d9wv8or4,Pentes Croix-Rousse,T3,139.0,2,38.0,58,231.0,7,349.0,1,275.0,3,108.0,4,84.0,11,33.0,6,1205.0,0,155.0,5,280.0,3,561.0,0,242.0,13,2156.0,0,220.0,2,96.0,3,1099.0,0,641.0,0,157.0,2,1836.0,0
383,Vizzit,834.0,30.0,27.8,Appartement,1 pièce - 30 m²,69004,Lyon,45.77003,4.82839,https://www.vizzit.fr/fr/property/appartement/lyon-4/Akdgpcfaxljoc5e3,Croix-Rousse Plateau,Studio/T1,356.0,2,55.0,45,185.0,4,381.0,1,339.0,2,156.0,8,164.0,10,237.0,3,1232.0,0,304.0,3,211.0,4,741.0,0,142.0,24,2501.0,0,304.0,2,370.0,1,908.0,0,624.0,0,374.0,1,1476.0,0
384,Vizzit,1950.0,105.0,18.57,Appartement,3 pièce - 105 m² - s,69006,Lyon,45.77018,4.85663,https://www.vizzit.fr/fr/property/appartement/lyon-6/A1xqteyld2ut6lvs,Brotteaux / Foch,T3,1161.0,0,64.0,16,43.0,2,141.0,2,182.0,7,481.0,1,345.0,2,345.0,2,24.0,1,278.0,4,337.0,1,1531.0,0,189.0,10,1648.0,0,616.0,0,266.0,3,1772.0,0,283.0,1,1624.0,0,3090.0,0
385,Vizzit,660.0,27.0,24.44,Studio,27 m² - Studio,69006,Lyon,45.77031,4.85727,https://www.vizzit.fr/fr/property/appartement/lyon-6/Av2ihzevv77wgx0b,Brotteaux / Foch,Studio/T1,1181.0,0,84.0,13,67.0,2,172.0,2,133.0,5,448.0,1,350.0,2,324.0,2,72.0,1,299.0,4,388.0,1,1558.0,0,163.0,10,1644.0,0,647.0,0,318.0,3,1795.0,0,335.0,1,1672.0,0,3107.0,0
386,Vizzit,885.0,46.0,19.24,Appartement,2 pièce - 46 m² - s,69001,Lyon,45.77034,4.83253,https://www.vizzit.fr/fr/property/appartement/lyon-1/Av7pce0tmkzt25uo,Pentes Croix-Rousse,T2,74.0,2,60.0,58,111.0,7,310.0,1,222.0,3,243.0,4,132.0,12,128.0,6,1157.0,0,131.0,5,205.0,4,551.0,0,115.0,17,2244.0,0,131.0,2,265.0,2,1001.0,0,557.0,0,71.0,2,1700.0,0
387,Vizzit,1020.0,52.0,19.62,Appartement,2 pièce - 52 m² - s,69001,Lyon,45.77046,4.83414,https://www.vizzit.fr/fr/property/appartement/lyon-1/An87p5gp2pjqcd1t,Pentes Croix-Rousse,T2,121.0,2,65.0,53,214.0,7,365.0,1,238.0,3,169.0,4,101.0,13,56.0,6,1151.0,0,210.0,5,280.0,3,514.0,0,237.0,15,2148.0,0,210.0,2,160.0,2,1036.0,0,579.0,0,94.0,2,1771.0,0
388,Vizzit,890.0,24.0,37.08,Appartement,2 pièce - 24 m² - s,69001,Lyon,45.771,4.83303,https://www.vizzit.fr/fr/property/appartement/lyon-1/Ayssgs9lkh6i9ey4,Pentes Croix-Rousse,T2,140.0,2,38.0,56,194.0,6,390.0,1,200.0,4,266.0,4,100.0,14,150.0,6,1084.0,0,213.0,7,287.0,4,469.0,1,157.0,17,2164.0,0,213.0,2,265.0,2,946.0,0,494.0,1,16.0,2,1669.0,0
389,Vizzit,870.0,34.0,25.59,Appartement,1 pièce - 34 m²,69006,Lyon,45.77133,4.8485,https://www.vizzit.fr/fr/property/appartement/lyon-6/Admfixxv1ev5pb1i,Brotteaux / Foch,Studio/T1,1218.0,0,206.0,9,396.0,2,597.0,0,223.0,11,184.0,3,332.0,3,948.0,0,635.0,0,182.0,2,395.0,1,1129.0,0,128.0,14,1529.0,0,182.0,1,411.0,2,1773.0,0,279.0,3,989.0,0,2602.0,0
390,Vizzit,910.0,42.0,21.67,Appartement,2 pièce - 42 m² - s,69009,Lyon,45.77144,4.80211,https://www.vizzit.fr/fr/property/appartement/lyon-9/Agonzpdx25z5v7wa,Vaise / Valmy,T2,2382.0,0,278.0,4,270.0,1,507.0,0,513.0,0,593.0,0,163.0,9,729.0,0,1010.0,0,411.0,3,463.0,2,1298.0,0,167.0,10,4199.0,0,411.0,1,466.0,2,716.0,0,507.0,0,2402.0,0,1233.0,0
391,Vizzit,2478.0,111.0,22.32,Appartement,3 pièce - 111 m² - s,69006,Lyon,45.77155,4.84973,https://www.vizzit.fr/fr/property/appartement/lyon-6/A9vhhu13niqq3q3x,Brotteaux / Foch,T3,1316.0,0,178.0,7,428.0,2,581.0,0,240.0,10,263.0,1,368.0,3,872.0,0,550.0,0,259.0,2,343.0,1,1167.0,0,157.0,16,1487.0,0,259.0,1,343.0,1,1847.0,0,270.0,3,1085.0,0,2676.0,0
392,Vizzit,1389.0,69.0,20.13,Appartement,2 pièce - 69 m² - s,69006,Lyon,45.77196,4.86087,https://www.vizzit.fr/fr/property/appartement/lyon-6/Akwno1hw10ic53tk,Brotteaux / Foch,T2,1421.0,0,304.0,4,171.0,2,492.0,1,241.0,2,450.0,1,583.0,0,454.0,1,406.0,1,432.0,1,717.0,0,1814.0,0,255.0,2,1555.0,0,941.0,0,241.0,1,2043.0,0,662.0,0,1950.0,0,3317.0,0
393,Vizzit,590.0,12.0,49.17,Studio,12 m² - Studio,69009,Lyon,45.77209,4.80553,https://www.vizzit.fr/fr/property/appartement/lyon-9/Aq3rrwzbyh4bi7qp,Vaise / Valmy,Studio/T1,2141.0,0,265.0,6,31.0,3,282.0,2,309.0,1,338.0,1,57.0,8,478.0,1,1192.0,0,156.0,3,301.0,3,1045.0,0,216.0,6,3925.0,0,156.0,2,271.0,4,930.0,0,285.0,1,2140.0,0,1168.0,0
394,Vizzit,650.0,40.0,16.25,Appartement,1 pièce - 40 m²,69006,Lyon,45.77217,4.85119,https://www.vizzit.fr/fr/property/appartement/lyon-6/Afx877ztqmotpzg8,Brotteaux / Foch,Studio/T1,1416.0,0,193.0,7,494.0,1,530.0,0,283.0,10,394.0,1,268.0,3,811.0,0,475.0,1,388.0,1,350.0,1,1191.0,0,50.0,11,1405.0,0,388.0,1,318.0,1,1922.0,0,341.0,3,1202.0,0,2748.0,0
395,Vizzit,1150.0,66.0,17.42,Appartement,3 pièce - 66 m² - s,69009,Lyon,45.77219,4.80344,https://www.vizzit.fr/fr/property/appartement/lyon-9/A6aaqpeovxqpjrig,Vaise / Valmy,T3,2300.0,0,332.0,7,149.0,3,377.0,2,381.0,1,462.0,1,148.0,8,639.0,0,1126.0,0,282.0,3,350.0,3,1166.0,0,181.0,8,4073.0,0,282.0,2,336.0,4,774.0,0,375.0,1,2303.0,0,1249.0,0
396,Vizzit,1090.0,72.0,15.14,Appartement,3 pièce - 72 m² - s,69009,Lyon,45.77232,4.81081,https://www.vizzit.fr/fr/property/appartement/lyon-9/A63l9dmwyxl8newa,Vaise / Valmy,T3,1742.0,0,137.0,4,161.0,3,337.0,2,416.0,1,274.0,1,334.0,5,158.0,1,1225.0,0,283.0,3,462.0,2,764.0,0,205.0,4,3536.0,0,327.0,2,248.0,4,915.0,0,372.0,1,1734.0,0,1105.0,0
397,Vizzit,1325.0,82.0,16.16,Appartement,4 pièce - 82 m² - s,69009,Lyon,45.77283,4.80034,https://www.vizzit.fr/fr/property/appartement/lyon-9/Az331u8cg2rdyi3d,Vaise / Valmy,Grand (T4+),2551.0,0,362.0,4,392.0,1,520.0,0,539.0,0,660.0,0,72.0,8,889.0,0,1120.0,0,253.0,2,407.0,2,1334.0,0,197.0,9,4277.0,0,501.0,0,488.0,2,524.0,0,551.0,0,2548.0,0,1439.0,0
398,Vizzit,740.0,35.0,21.14,Studio,35 m² - Studio,69004,Lyon,45.77289,4.81904,https://www.vizzit.fr/fr/property/appartement/lyon-4/A125b4icohs3p0v9,Croix-Rousse Plateau,Studio/T1,1135.0,0,280.0,3,753.0,0,911.0,0,663.0,0,766.0,0,216.0,5,623.0,0,1001.0,0,760.0,0,336.0,1,656.0,0,84.0,12,2930.0,0,760.0,0,222.0,2,421.0,2,943.0,0,1111.0,0,1046.0,0
399,Vizzit,920.0,37.0,24.86,Appartement,2 pièce - 37 m² - s,69006,Lyon,45.7731,4.85203,https://www.vizzit.fr/fr/property/appartement/lyon-6/Axrnfaid8boiqrew,Brotteaux / Foch,T2,1504.0,0,285.0,5,519.0,0,565.0,0,375.0,6,511.0,0,163.0,2,827.0,0,487.0,1,507.0,0,439.0,1,1171.0,0,92.0,7,1297.0,0,507.0,0,390.0,1,1945.0,0,418.0,2,1279.0,0,2768.0,0
400,Vizzit,810.0,51.0,15.88,Appartement,2 pièce - 51 m² - s,69009,Lyon,45.77322,4.80021,https://www.vizzit.fr/fr/property/appartement/lyon-9/A29mrzsp01qzk7so,Vaise / Valmy,T2,2569.0,0,322.0,4,410.0,2,512.0,0,533.0,0,661.0,0,59.0,7,910.0,0,1161.0,0,233.0,2,386.0,3,1324.0,0,226.0,7,4273.0,0,510.0,0,482.0,2,499.0,1,549.0,0,2562.0,0,1480.0,0
401,Vizzit,1430.0,71.0,20.14,Appartement,2 pièce - 71 m² - s,69001,Lyon,45.77339,4.83552,https://www.vizzit.fr/fr/property/appartement/lyon-1/Aktcs40p8yo8c497,Pentes Croix-Rousse,T2,451.0,1,195.0,26,282.0,3,452.0,1,134.0,3,437.0,2,78.0,15,200.0,4,851.0,0,319.0,4,489.0,1,198.0,2,145.0,7,1840.0,0,352.0,2,350.0,2,824.0,0,390.0,2,236.0,2,1628.0,0
402,Vizzit,777.0,40.0,19.43,Appartement,1 pièce - 40 m²,69009,Lyon,45.77351,4.80529,https://www.vizzit.fr/fr/property/appartement/lyon-9/Acl9jvop006n0obj,Vaise / Valmy,Studio/T1,2186.0,0,129.0,6,130.0,3,176.0,2,176.0,1,270.0,1,65.0,9,557.0,0,1321.0,0,121.0,3,152.0,3,964.0,0,96.0,8,3889.0,0,121.0,2,134.0,5,871.0,0,171.0,1,2174.0,0,1322.0,0
403,Vizzit,746.0,38.0,19.63,Appartement,2 pièce - 38 m² - s,69004,Lyon,45.77354,4.83966,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aae6dbnvuef6d48b,Croix-Rousse Plateau,T2,669.0,0,337.0,14,304.0,2,684.0,0,435.0,1,500.0,0,143.0,11,399.0,2,976.0,0,455.0,2,704.0,0,424.0,1,267.0,7,1609.0,0,455.0,1,536.0,0,1058.0,0,662.0,0,394.0,1,1884.0,0
404,Vizzit,1845.0,75.0,24.6,Appartement,3 pièce - 75 m² - s,69004,Lyon,45.77372,4.82458,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aasdy4266caqqgwp,Croix-Rousse Plateau,T3,786.0,0,122.0,9,573.0,0,661.0,0,230.0,1,603.0,0,124.0,9,703.0,0,946.0,0,454.0,1,119.0,1,572.0,0,63.0,19,2507.0,0,719.0,0,61.0,2,404.0,2,547.0,0,731.0,0,1052.0,0
405,Vizzit,492.0,25.0,19.68,Studio,25 m² - Studio,69001,Lyon,45.77391,4.8364,https://www.vizzit.fr/fr/property/appartement/lyon-1/Ax36jpjq43em9n3m,Pentes Croix-Rousse,Studio/T1,534.0,0,212.0,25,360.0,3,456.0,2,223.0,3,421.0,1,134.0,13,275.0,3,819.0,0,325.0,4,485.0,1,187.0,2,174.0,6,1751.0,0,325.0,2,373.0,2,832.0,0,425.0,2,298.0,2,1649.0,0
406,Vizzit,1420.0,86.0,16.51,Appartement,3 pièce - 86 m² - s,69001,Lyon,45.77394,4.83293,https://www.vizzit.fr/fr/property/appartement/lyon-1/Ay4o8o51wyd9la40,Pentes Croix-Rousse,T3,466.0,1,166.0,30,124.0,4,308.0,2,177.0,4,338.0,3,93.0,22,306.0,3,757.0,0,169.0,4,358.0,1,183.0,3,28.0,10,1953.0,0,278.0,2,182.0,1,652.0,0,196.0,2,343.0,2,1433.0,0
407,Vizzit,795.0,41.0,19.39,Appartement,2 pièce - 41 m² - s,69006,Lyon,45.77407,4.85085,https://www.vizzit.fr/fr/property/appartement/lyon-6/Asxyn3bqyr73l9wh,Brotteaux / Foch,T2,1469.0,0,403.0,3,620.0,0,706.0,0,494.0,1,539.0,0,86.0,2,968.0,0,628.0,0,537.0,0,561.0,0,1032.0,0,163.0,7,1198.0,0,537.0,0,520.0,0,1825.0,0,547.0,0,1212.0,0,2644.0,0
408,Vizzit,1121.0,77.0,14.56,Appartement,3 pièce - 77 m² - s,69006,Lyon,45.77407,4.85085,https://www.vizzit.fr/fr/property/appartement/lyon-6/Ab0pragfc3rd97cj,Brotteaux / Foch,T3,1469.0,0,403.0,3,620.0,0,706.0,0,494.0,1,539.0,0,86.0,2,968.0,0,628.0,0,537.0,0,561.0,0,1032.0,0,163.0,7,1198.0,0,537.0,0,520.0,0,1825.0,0,547.0,0,1212.0,0,2644.0,0
409,Vizzit,1018.0,46.0,22.13,Appartement,2 pièce - 46 m² - s,69006,Lyon,45.77407,4.85085,https://www.vizzit.fr/fr/property/appartement/lyon-6/Arnkhib1u6hjthps,Brotteaux / Foch,T2,1469.0,0,403.0,3,620.0,0,706.0,0,494.0,1,539.0,0,86.0,2,968.0,0,628.0,0,537.0,0,561.0,0,1032.0,0,163.0,7,1198.0,0,537.0,0,520.0,0,1825.0,0,547.0,0,1212.0,0,2644.0,0
410,Vizzit,1890.0,78.0,24.23,Appartement,3 pièce - 78 m² - s,69006,Lyon,45.77407,4.85085,https://www.vizzit.fr/fr/property/appartement/lyon-6/A9f3f2rwjbeoqfry,Brotteaux / Foch,T3,1469.0,0,403.0,3,620.0,0,706.0,0,494.0,1,539.0,0,86.0,2,968.0,0,628.0,0,537.0,0,561.0,0,1032.0,0,163.0,7,1198.0,0,537.0,0,520.0,0,1825.0,0,547.0,0,1212.0,0,2644.0,0
411,Vizzit,1023.0,54.0,18.94,Appartement,2 pièce - 54 m² - s,69006,Lyon,45.77407,4.85085,https://www.vizzit.fr/fr/property/appartement/lyon-6/Ap1vxu7xvnxncroq,Brotteaux / Foch,T2,1469.0,0,403.0,3,620.0,0,706.0,0,494.0,1,539.0,0,86.0,2,968.0,0,628.0,0,537.0,0,561.0,0,1032.0,0,163.0,7,1198.0,0,537.0,0,520.0,0,1825.0,0,547.0,0,1212.0,0,2644.0,0
412,Vizzit,1420.0,90.0,15.78,Appartement,3 pièce - 90 m² - s,69006,Lyon,45.774148,4.844092,https://www.vizzit.fr/fr/property/appartement/lyon-6/Ayo0elxz9bj4l4q2,Brotteaux / Foch,T3,993.0,0,146.0,1,129.0,2,855.0,0,554.0,0,479.0,1,214.0,3,724.0,0,1065.0,0,370.0,1,858.0,0,686.0,0,153.0,7,1358.0,0,539.0,0,614.0,0,1329.0,0,679.0,0,722.0,0,2156.0,0
413,Vizzit,500.0,18.0,27.78,Studio,18 m² - Studio,69009,Lyon,45.77448,4.80713,https://www.vizzit.fr/fr/property/appartement/lyon-9/A5ojmulq4t0eoxzc,Vaise / Valmy,Studio/T1,2071.0,0,75.0,6,14.0,3,37.0,2,43.0,1,118.0,1,187.0,9,516.0,0,1338.0,0,114.0,3,93.0,3,786.0,0,248.0,8,3719.0,0,7.0,2,21.0,5,779.0,0,9.0,1,2051.0,0,1258.0,0
414,Vizzit,788.0,33.0,23.88,Appartement,1 pièce - 33 m²,69004,Lyon,45.77452,4.82696,https://www.vizzit.fr/fr/property/appartement/lyon-4/Af093cswhliwlba5,Croix-Rousse Plateau,Studio/T1,706.0,0,53.0,12,416.0,2,456.0,1,26.0,3,415.0,2,32.0,14,651.0,0,813.0,0,257.0,2,306.0,2,376.0,1,155.0,18,2303.0,0,575.0,0,249.0,3,494.0,1,345.0,2,624.0,0,1069.0,0
415,Vizzit,1335.0,57.0,23.42,Appartement,3 pièce - 57 m² - s,69004,Lyon,45.77452,4.82696,https://www.vizzit.fr/fr/property/appartement/lyon-4/A3v3bbxh8ewz1gma,Croix-Rousse Plateau,T3,706.0,0,53.0,12,416.0,2,456.0,1,26.0,3,415.0,2,32.0,14,651.0,0,813.0,0,257.0,2,306.0,2,376.0,1,155.0,18,2303.0,0,575.0,0,249.0,3,494.0,1,345.0,2,624.0,0,1069.0,0
416,Vizzit,1000.0,64.0,15.62,Appartement,3 pièce - 64 m² - s,69009,Lyon,45.77454,4.80592,https://www.vizzit.fr/fr/property/appartement/lyon-9/A7et6l6vjsk1o6gz,Vaise / Valmy,T3,2164.0,0,20.0,6,80.0,3,53.0,2,66.0,1,211.0,1,104.0,10,586.0,0,1410.0,0,83.0,4,27.0,3,863.0,0,166.0,8,3807.0,0,95.0,2,16.0,5,795.0,0,91.0,1,2145.0,0,1323.0,0
417,Vizzit,590.0,20.0,29.5,Studio,20 m² - Studio,69004,Lyon,45.77491,4.83678,https://www.vizzit.fr/fr/property/appartement/lyon-4/A7syp5tb2u6z14u8,Croix-Rousse Plateau,Studio/T1,646.0,0,149.0,21,349.0,5,417.0,2,325.0,3,360.0,1,138.0,15,389.0,2,730.0,0,219.0,3,434.0,1,166.0,2,188.0,7,1654.0,0,219.0,2,364.0,1,788.0,0,392.0,2,412.0,1,1614.0,0
418,Vizzit,850.0,42.0,20.24,Studio,42 m² - Studio,69004,Lyon,45.77494,4.82923,https://www.vizzit.fr/fr/property/appartement/lyon-4/Atu930cqtj3cq3jt,Croix-Rousse Plateau,Studio/T1,646.0,0,21.0,15,234.0,4,286.0,2,160.0,4,298.0,3,174.0,16,583.0,0,692.0,0,83.0,3,332.0,2,239.0,2,226.0,14,2127.0,0,395.0,1,235.0,2,441.0,1,163.0,2,543.0,0,1147.0,0
419,Vizzit,585.0,23.0,25.43,Studio,23 m² - Studio,69009,Lyon,45.77505,4.80212,https://www.vizzit.fr/fr/property/appartement/lyon-9/A411gmrrxg53fz13,Vaise / Valmy,Studio/T1,2463.0,0,120.0,4,380.0,2,328.0,2,358.0,1,511.0,0,191.0,8,856.0,0,1392.0,0,316.0,4,161.0,3,1110.0,0,192.0,6,4073.0,0,394.0,2,313.0,5,623.0,0,391.0,1,2445.0,0,1528.0,0
420,Vizzit,800.0,48.0,16.67,Appartement,2 pièce - 48 m² - s,69004,Lyon,45.77584,4.81144,https://www.vizzit.fr/fr/property/appartement/lyon-4/Awrnrlth6nl1cim7,Croix-Rousse Plateau,T2,1801.0,0,318.0,5,319.0,2,357.0,2,386.0,1,282.0,1,61.0,5,541.0,0,984.0,0,412.0,2,429.0,2,426.0,1,28.0,3,3355.0,0,363.0,2,349.0,5,525.0,0,374.0,1,1766.0,0,920.0,0
421,Vizzit,790.0,33.0,23.94,Appartement,1 pièce - 33 m²,69004,Lyon,45.77657,4.83605,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aqj42krs4gabbst9,Croix-Rousse Plateau,Studio/T1,796.0,0,130.0,16,235.0,5,254.0,2,287.0,3,225.0,3,187.0,20,555.0,0,541.0,0,30.0,7,307.0,2,102.0,5,214.0,9,1584.0,0,30.0,2,325.0,2,650.0,0,283.0,2,590.0,0,1477.0,0
422,Vizzit,721.0,36.0,20.03,Appartement,2 pièce - 36 m² - s,69004,Lyon,45.77659,4.83301,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aoic3v6ylct40dpa,Croix-Rousse Plateau,T2,761.0,0,45.0,18,6.0,5,78.0,2,122.0,4,45.0,3,142.0,14,575.0,0,464.0,2,74.0,8,88.0,2,211.0,4,201.0,13,1781.0,0,74.0,3,140.0,2,441.0,1,48.0,2,628.0,0,1267.0,0
