id_annonce,site,prix,surface,prix_m2,type,description,code_postal,ville,latitude,longitude,url,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m
617,Orpi,1800.0,82.0,21.95,Appartement,5 pièce - s 82 m2 1 800 €par mois LOCATION,69000,Lyon,45.75934118989756,4.849752415225991,https://www.orpi.com/annonce-location-appartement-t5-lyon-5-69005-248-028062-884/,Grand Lyon / Autre,Grand (T4+),437.0,1,148.0,6,503.0,0,521.0,0,575.0,0,263.0,4,236.0,9,1047.0,0,532.0,0,247.0,4,401.0,1,307.0,1,179.0,14,2836.0,0,247.0,2,170.0,6,593.0,0,462.0,2,1714.0,0,1924.0,0
618,Orpi,1522.0,64.0,23.78,Appartement,4 pièce - s 64 m2 1 522 €par mois LOCATION,69000,Lyon,45.77471283063148,4.835727324144444,https://www.orpi.com/annonce-location-appartement-t4-lyon-3-69003-4153c01e-2210-4204-8694-ade053b4f58c/,Grand Lyon / Autre,Grand (T4+),593.0,0,109.0,23,289.0,4,359.0,2,253.0,3,318.0,1,67.0,19,347.0,2,717.0,0,231.0,4,385.0,1,92.0,3,112.0,6,1730.0,0,231.0,2,290.0,1,735.0,0,337.0,2,383.0,2,1556.0,0
619,Orpi,1150.0,61.0,18.85,Appartement,3 pièce - s 61 m2 1 150 €par mois PRIX EN BAISSE LOCATION,69000,Lyon,45.75022282678136,4.842194875717198,https://www.orpi.com/annonce-location-appartement-t3-lyon-8-69008-82e875af-0adf-4db4-8164-bff90fda297f/,Grand Lyon / Autre,T3,1473.0,0,74.0,43,127.0,7,533.0,0,414.0,4,161.0,4,207.0,5,191.0,2,411.0,1,229.0,3,242.0,7,190.0,1,110.0,12,3927.0,0,229.0,2,282.0,4,951.0,0,956.0,0,2393.0,0,1120.0,0
620,Orpi,100.0,12.0,8.33,Appartement,Stationnement 12 m2 100 €par mois LOCATION,69000,Lyon,45.756313452007355,4.8244344660110805,https://www.orpi.com/annonce-location-stationnement-lyon-3-69003-283b7bf3-3703-4a27-92cc-00933ae15848/,Grand Lyon / Autre,Studio/T1,1035.0,0,49.0,16,511.0,0,493.0,1,243.0,4,253.0,3,155.0,12,486.0,1,71.0,2,328.0,5,395.0,1,456.0,1,113.0,14,3851.0,0,524.0,0,260.0,4,1804.0,0,473.0,1,1751.0,0,1019.0,0
621,Orpi,1580.0,104.0,15.19,Appartement,5 pièce - s 104 m2 1 580 €par mois LOCATION,69000,Lyon,45.755358292355886,4.8389865558551834,https://www.orpi.com/annonce-location-appartement-t5-lyon-3-69003-821dca36-7230-4cc9-9711-db36c2508347/,Grand Lyon / Autre,Grand (T4+),935.0,0,113.0,37,200.0,6,609.0,0,338.0,4,211.0,7,89.0,4,615.0,0,247.0,2,395.0,2,173.0,9,811.0,0,269.0,9,3439.0,0,603.0,0,261.0,3,1079.0,0,711.0,0,1784.0,0,1723.0,0
622,Orpi,1466.0,86.0,17.05,Appartement,3 pièce - s 86 m2 1 466 €par mois LOCATION,69000,Lyon,45.745282707294805,4.838883596098629,https://www.orpi.com/annonce-location-appartement-t3-lyon-5-69005-e65318e8-9ac4-4c2e-9ab0-5f428ca9c8f6/,Grand Lyon / Autre,T3,2004.0,0,233.0,8,232.0,2,1059.0,0,217.0,1,570.0,0,282.0,2,410.0,2,529.0,0,424.0,2,107.0,4,446.0,2,101.0,3,4519.0,0,495.0,1,209.0,2,1159.0,0,1063.0,0,2880.0,0,674.0,0
623,Orpi,125.0,14.0,8.93,Appartement,Stationnement 14 m2 125 €par mois LOCATION,69000,Lyon,45.76634942331109,4.827803369795632,https://www.orpi.com/annonce-location-stationnement-lyon-3-69003-50249009-5cb9-467d-bbf4-174d893cddf4/,Grand Lyon / Autre,Studio/T1,336.0,2,19.0,71,194.0,6,342.0,1,36.0,14,129.0,9,285.0,4,143.0,3,899.0,0,146.0,3,206.0,4,1105.0,0,137.0,16,2817.0,0,269.0,2,281.0,2,1234.0,0,556.0,0,647.0,0,1215.0,0
624,PAP,960.0,55.0,17.45,Appartement,2 pièce - 1 chambre - s 55 m²,69003,Lyon,45.749317993064096,4.876792601497084,https://www.pap.fr/annonces/appartement-lyon-3e-r448201583,Montchat,T2,2029.0,0,324.0,2,300.0,1,2401.0,0,363.0,1,1082.0,0,55.0,8,2318.0,0,628.0,0,468.0,1,592.0,0,1075.0,0,96.0,10,4359.0,0,2400.0,0,706.0,0,794.0,0,774.0,0,4012.0,0,1863.0,0
625,PAP,1310.0,70.0,18.71,Appartement,2 pièce - 1 chambre - s 70 m²,69002,Lyon,45.758583373536496,4.834327341519111,https://www.pap.fr/annonces/appartement-lyon-2e-presqu-ile-r460901650,Bellecour / Cordeliers,T2,487.0,1,101.0,34,39.0,4,691.0,0,94.0,16,209.0,3,224.0,12,273.0,3,366.0,1,37.0,6,356.0,1,1182.0,0,205.0,5,3243.0,0,836.0,0,205.0,4,1507.0,0,253.0,2,1369.0,0,1635.0,0
626,PAP,2575.0,140.0,18.39,Appartement,5 pièce - 4 chambre - s s 140 m²,69006,Lyon,45.767872008475095,4.859513605813501,https://www.pap.fr/annonces/appartement-lyon-6e-69006-r445001535,Brotteaux / Foch,Grand (T4+),956.0,0,99.0,11,302.0,3,238.0,2,264.0,2,192.0,1,155.0,2,19.0,2,334.0,1,34.0,4,388.0,1,1370.0,0,271.0,11,1949.0,0,530.0,0,292.0,2,1578.0,0,523.0,0,1881.0,0,2853.0,0
627,PAP,990.0,65.0,15.23,Appartement,3 pièce - 2 chambre - s s 65 m²,69008,Lyon,45.73430654030918,4.85961211114903,https://www.pap.fr/annonces/appartement-lyon-8e-69008-r461501098,Monplaisir / Bachut,T3,2851.0,0,325.0,1,330.0,1,2404.0,0,1320.0,0,397.0,2,259.0,4,345.0,1,770.0,0,750.0,0,248.0,1,637.0,0,220.0,8,5635.0,0,1614.0,0,493.0,1,768.0,0,1324.0,0,4508.0,0,517.0,0
628,PAP,1650.0,46.04,35.84,Appartement,"2 pièce - 1 chambre - s 46,04 m²",69004,Lyon,45.78075166186408,4.823291892562761,https://www.pap.fr/annonces/appartement-lyon-4e-69004-r451800921,Croix-Rousse Plateau,T2,1435.0,0,763.0,0,722.0,0,816.0,0,740.0,0,378.0,1,198.0,6,1365.0,0,225.0,2,708.0,0,721.0,0,225.0,1,95.0,11,2329.0,0,708.0,0,746.0,0,306.0,2,840.0,0,1336.0,0,384.0,2
629,PAP,995.0,45.0,22.11,Appartement,2 pièce - 1 chambre - s 45 m²,69001,Lyon,45.77174198058102,4.819169104436414,https://www.pap.fr/annonces/appartement-lyon-1er-69001-r461700392,Pentes Croix-Rousse,T2,1092.0,0,318.0,4,782.0,0,950.0,0,604.0,0,659.0,0,133.0,8,602.0,0,1127.0,0,652.0,0,392.0,1,778.0,0,148.0,13,2981.0,0,652.0,0,274.0,2,539.0,0,984.0,0,1082.0,0,1174.0,0
630,PAP,980.0,48.0,20.42,Appartement,2 pièce - 1 chambre - s 48 m²,69004,Lyon,45.77562320130426,4.825824154975707,https://www.pap.fr/annonces/appartement-lyon-4e-69004-r461602277,Croix-Rousse Plateau,T2,856.0,0,183.0,11,491.0,1,492.0,1,149.0,2,394.0,3,183.0,14,802.0,0,767.0,0,358.0,1,281.0,1,379.0,1,5.0,12,2323.0,0,631.0,0,241.0,3,378.0,3,425.0,1,772.0,0,918.0,0
631,PAP,1250.0,53.13,23.53,Appartement,"3 pièce - 2 chambre - s s 53,13 m²",69004,Lyon,45.78261651446184,4.833952471507902,https://www.pap.fr/annonces/appartement-lyon-4e-69004-r461602385,Croix-Rousse Plateau,T3,1433.0,0,290.0,3,391.0,1,537.0,0,795.0,0,593.0,0,179.0,6,1225.0,0,151.0,9,239.0,4,375.0,1,277.0,1,324.0,7,1478.0,0,264.0,1,367.0,1,562.0,0,672.0,0,1269.0,0,1108.0,0
632,PAP,1130.0,72.0,15.69,Appartement,2 pièce - 1 chambre - s 72 m²,69005,Lyon,45.75600971433776,4.782168971465715,https://www.pap.fr/annonces/appartement-lyon-5e-69005-r461601762,Point du Jour / St Just,T2,4016.0,0,1445.0,0,1413.0,0,2817.0,0,2822.0,0,2202.0,0,91.0,5,2818.0,0,1165.0,0,2086.0,0,2547.0,0,2573.0,0,168.0,5,6341.0,0,2701.0,0,1076.0,0,223.0,2,2814.0,0,4280.0,0,2368.0,0
633,PAP,1160.0,59.0,19.66,Appartement,2 pièce - 1 chambre - s 59 m²,69006,Lyon,45.763830753166424,4.854968968865307,https://www.pap.fr/annonces/appartement-lyon-6e-69006-r455301328,Brotteaux / Foch,T2,452.0,1,152.0,9,204.0,2,174.0,2,627.0,0,685.0,0,253.0,7,472.0,1,695.0,0,52.0,10,69.0,5,818.0,0,178.0,15,2333.0,0,136.0,2,212.0,5,1055.0,0,255.0,3,1705.0,0,2381.0,0
634,PAP,900.0,43.0,20.93,Appartement,2 pièce - 1 chambre - s 43 m²,69008,Lyon,45.74419388843582,4.859788596832949,https://www.pap.fr/annonces/appartement-lyon-8e-69008-r461601181,Monplaisir / Bachut,T2,1766.0,0,386.0,1,563.0,0,1491.0,0,550.0,0,312.0,1,136.0,7,930.0,0,476.0,1,447.0,1,513.0,0,955.0,0,96.0,7,4543.0,0,1096.0,0,367.0,2,655.0,0,489.0,1,3542.0,0,426.0,1
635,PAP,1050.0,41.0,25.61,Appartement,2 pièce - 1 chambre - s 41 m²,69002,Lyon,45.75040331276173,4.831811859606278,https://www.pap.fr/annonces/appartement-lyon-2e-69002-r460901818,Ainay,T2,1403.0,0,146.0,11,241.0,3,290.0,2,186.0,5,598.0,0,257.0,5,335.0,1,286.0,1,186.0,4,314.0,3,830.0,0,56.0,6,4151.0,0,186.0,2,282.0,3,1589.0,0,288.0,2,2277.0,0,1459.0,0
636,PAP,1090.0,57.0,19.12,Appartement,2 pièce - 1 chambre - s 57 m²,69008,Lyon,45.73623355599933,4.883344581171431,https://www.pap.fr/annonces/appartement-lyon-8e-r406501698,Monplaisir / Bachut,T2,3401.0,0,469.0,1,272.0,1,3466.0,0,1276.0,0,895.0,0,283.0,9,1980.0,0,241.0,1,202.0,1,269.0,3,1290.0,0,82.0,7,5894.0,0,3082.0,0,406.0,1,1253.0,0,1383.0,0,5368.0,0,2153.0,0
637,PAP,1488.0,73.0,20.38,Appartement,3 pièce - 1 chambre - s 73 m²,69003,Lyon,45.747569014518085,4.8673516136386805,https://www.pap.fr/annonces/appartement-lyon-3e-69003-r461600961,Part-Dieu / Villette,T3,1646.0,0,316.0,6,285.0,2,1761.0,0,281.0,1,422.0,1,221.0,7,1622.0,0,873.0,0,394.0,1,342.0,2,1163.0,0,229.0,16,4287.0,0,1700.0,0,298.0,3,45.0,1,269.0,2,3599.0,0,1122.0,0
638,PAP,1147.0,47.14,24.33,Appartement,"2 pièce - 1 chambre - s 47,14 m²",69004,Lyon,45.780856629755576,4.817995196914926,https://www.pap.fr/annonces/appartement-lyon-4e-69004-r443502324,Croix-Rousse Plateau,T2,1695.0,0,875.0,0,850.0,0,1100.0,0,835.0,0,776.0,0,107.0,5,1209.0,0,243.0,2,945.0,0,794.0,0,317.0,2,24.0,8,2731.0,0,1096.0,0,883.0,0,453.0,1,1109.0,0,1613.0,0,174.0,3
639,PAP,710.0,53.0,13.4,Appartement,2 pièce - 2 chambre - s s 53 m²,69007,Lyon,45.73871776373666,4.850809498620036,https://www.pap.fr/annonces/appartement-lyon-7e-69007-r461600979,Guillotière / Jean Macé,T2,2368.0,0,709.0,0,210.0,1,1722.0,0,1213.0,0,414.0,1,57.0,4,280.0,1,348.0,8,739.0,0,368.0,1,847.0,0,242.0,2,5121.0,0,813.0,0,411.0,2,991.0,0,1383.0,0,3804.0,0,389.0,2
640,PAP,1460.0,78.0,18.72,Appartement,4 pièce - 3 chambre - s s 78 m²,69008,Lyon,45.728993577088644,4.875086173207858,https://www.pap.fr/annonces/appartement-lyon-8e-69008-r461601172,Monplaisir / Bachut,Grand (T4+),3750.0,0,477.0,1,661.0,0,3547.0,0,1901.0,0,573.0,0,41.0,4,1284.0,0,557.0,0,309.0,1,503.0,0,1111.0,0,166.0,6,6438.0,0,2899.0,0,636.0,0,1206.0,0,1754.0,0,5605.0,0,1811.0,0
641,PAP,1180.0,45.0,26.22,Appartement,2 pièce - 1 chambre - s 45 m²,69008,Lyon,45.72928846761351,4.852831051878662,https://www.pap.fr/annonces/appartement-lyon-8e-69008-r461601214,Monplaisir / Bachut,T2,3396.0,0,13.0,1,77.0,1,2782.0,0,1802.0,0,691.0,0,176.0,3,516.0,0,1284.0,0,1184.0,0,587.0,0,1389.0,0,204.0,4,6168.0,0,1844.0,0,293.0,1,1092.0,0,2056.0,0,4853.0,0,1005.0,0
642,PAP,1470.0,89.0,16.52,Appartement,4 pièce - 2 chambre - s s 89 m²,69003,Lyon,45.74478853624275,4.8712575273749925,https://www.pap.fr/annonces/appartement-lyon-3e-69003-r461501086,Part-Dieu / Villette,Grand (T4+),2073.0,0,60.0,3,246.0,3,2168.0,0,350.0,1,732.0,0,253.0,5,1787.0,0,472.0,2,115.0,2,77.0,3,921.0,0,58.0,14,4670.0,0,1982.0,0,282.0,2,429.0,1,122.0,2,4032.0,0,1295.0,0
643,PAP,1762.0,88.0,20.02,Appartement,3 pièce - 2 chambre - s s 88 m²,69006,Lyon,45.77874560827888,4.846554166704123,https://www.pap.fr/annonces/appartement-lyon-6e-r449801648,Brotteaux / Foch,T3,1454.0,0,443.0,1,447.0,1,1033.0,0,1017.0,0,984.0,0,508.0,0,1186.0,0,1115.0,0,703.0,0,1101.0,0,498.0,1,548.0,0,824.0,0,833.0,0,1075.0,0,1413.0,0,1105.0,0,1180.0,0,2164.0,0
644,PAP,2100.0,120.0,17.5,Appartement,4 pièce - 3 chambre - s s 120 m²,69006,Lyon,45.76415536690325,4.860500485959823,https://www.pap.fr/annonces/appartement-lyon-6e-69006-r461401010,Brotteaux / Foch,Grand (T4+),630.0,0,292.0,7,276.0,3,508.0,0,684.0,0,317.0,2,285.0,7,261.0,2,721.0,0,410.0,7,280.0,4,1067.0,0,261.0,8,2368.0,0,499.0,1,201.0,2,1231.0,0,403.0,1,2076.0,0,2455.0,0
645,PAP,2050.0,80.0,25.62,Appartement,3 pièce - 2 chambre - s s 80 m²,69002,Lyon,45.75165950725199,4.823904489704264,https://www.pap.fr/annonces/appartement-lyon-2e-69002-r461400053,Ainay,T3,1471.0,0,99.0,10,227.0,2,463.0,1,312.0,4,369.0,2,341.0,6,426.0,1,582.0,0,270.0,6,292.0,3,211.0,1,44.0,8,4308.0,0,303.0,2,359.0,3,1609.0,0,523.0,0,2250.0,0,1359.0,0
646,PAP,995.0,53.0,18.77,Appartement,2 pièce - 1 chambre - s 53 m²,69003,Lyon,45.76242785082884,4.864098707885872,https://www.pap.fr/annonces/appartement-lyon-3e-69003-r461302345,Part-Dieu / Villette,T2,740.0,0,162.0,5,132.0,1,838.0,0,953.0,0,136.0,1,93.0,9,559.0,0,1029.0,0,212.0,2,452.0,1,1154.0,0,368.0,7,2634.0,0,819.0,0,175.0,1,1244.0,0,585.0,0,2409.0,0,2336.0,0
647,PAP,1300.0,73.0,17.81,Appartement,3 pièce - 2 chambre - s s 73 m²,69004,Lyon,45.781625824508396,4.828665792971681,https://www.pap.fr/annonces/appartement-lyon-4e-69004-r454500080,Croix-Rousse Plateau,T3,1362.0,0,515.0,0,387.0,1,556.0,0,734.0,0,251.0,3,127.0,5,1218.0,0,303.0,9,316.0,2,379.0,1,498.0,1,266.0,6,1901.0,0,316.0,1,399.0,1,149.0,2,623.0,0,1245.0,0,754.0,0
648,PAP,1500.0,95.0,15.79,Appartement,3 pièce - 2 chambre - s s 95 m²,69003,Lyon,45.75894439387152,4.8600193885376015,https://www.pap.fr/annonces/appartement-lyon-3e-69003-r461202469,Part-Dieu / Villette,T3,373.0,1,165.0,4,420.0,2,761.0,0,776.0,0,394.0,1,262.0,6,834.0,0,1260.0,0,176.0,4,332.0,1,697.0,0,371.0,4,2925.0,0,804.0,0,518.0,0,748.0,0,408.0,3,2329.0,0,1880.0,0
649,PAP,1090.0,56.0,19.46,Appartement,2 pièce - 1 chambre - s 56 m²,69007,Lyon,45.74721556884099,4.836925333773714,https://www.pap.fr/annonces/appartement-lyon-7e-69007-r461300552,Guillotière / Jean Macé,T2,1766.0,0,33.0,8,34.0,3,795.0,0,161.0,1,618.0,0,134.0,3,411.0,2,265.0,1,321.0,2,162.0,3,480.0,1,37.0,3,4351.0,0,321.0,1,59.0,2,1386.0,0,800.0,0,2646.0,0,938.0,0
650,PAP,1210.0,75.0,16.13,Appartement,3 pièce - 2 chambre - s s 75 m²,69003,Lyon,45.75548719153525,4.871614254539035,https://www.pap.fr/annonces/appartement-lyon-3e-69003-r461102040,Part-Dieu / Villette,T3,1348.0,0,251.0,5,532.0,0,1715.0,0,1046.0,0,336.0,1,383.0,8,1526.0,0,1381.0,0,664.0,0,364.0,1,1378.0,0,99.0,9,3568.0,0,1712.0,0,352.0,2,983.0,0,1208.0,0,3289.0,0,1947.0,0
651,PAP,1033.0,47.0,21.98,Appartement,2 pièce - 1 chambre - s 47 m²,69004,Lyon,45.77529667045989,4.817149346304553,https://www.pap.fr/annonces/appartement-lyon-4e-69004-r439501724,Croix-Rousse Plateau,T2,1373.0,0,457.0,2,641.0,0,761.0,0,782.0,0,673.0,0,90.0,8,651.0,0,778.0,0,837.0,0,484.0,1,353.0,1,232.0,7,2956.0,0,781.0,0,420.0,1,324.0,2,788.0,0,1329.0,0,790.0,0
652,PAP,750.0,55.0,13.64,Appartement,2 pièce - 1 chambre - s 55 m²,69008,Lyon,45.73971134680654,4.863310877582157,https://www.pap.fr/annonces/appartement-lyon-8e-69008-r461001532,Monplaisir / Bachut,T2,2315.0,0,267.0,1,656.0,0,2046.0,0,654.0,0,280.0,1,310.0,5,1003.0,0,596.0,0,122.0,2,88.0,3,394.0,1,108.0,6,5075.0,0,1491.0,0,168.0,1,355.0,1,662.0,0,4109.0,0,588.0,0
653,PAP,1190.0,52.0,22.88,Appartement,2 pièce - 1 chambre - s 52 m²,69004,Lyon,45.77457379958994,4.822971167987231,https://www.pap.fr/annonces/appartement-lyon-4e-69004-r453303131,Croix-Rousse Plateau,T2,942.0,0,86.0,5,713.0,0,737.0,0,328.0,1,644.0,0,41.0,10,856.0,0,822.0,0,565.0,0,68.0,1,533.0,0,200.0,16,2573.0,0,823.0,0,99.0,2,251.0,2,649.0,0,885.0,0,916.0,0
654,PAP,920.0,49.0,18.78,Appartement,2 pièce - 1 chambre - s 49 m²,69004,Lyon,45.77407638966265,4.82496924503857,https://www.pap.fr/annonces/appartement-lyon-4e-r402300695,Croix-Rousse Plateau,T2,785.0,0,155.0,13,550.0,0,615.0,0,186.0,1,554.0,0,141.0,9,708.0,0,918.0,0,416.0,1,146.0,1,524.0,0,107.0,19,2461.0,0,737.0,0,87.0,2,398.0,2,507.0,0,723.0,0,1029.0,0
655,PAP,1295.0,75.75,17.1,Appartement,"3 pièce - 2 chambre - s s 75,75 m²",69009,Lyon,45.78759571790907,4.807572046245951,https://www.pap.fr/annonces/appartement-lyon-9e-69009-r448702519,Vaise / Valmy,T3,2796.0,0,407.0,1,825.0,0,1414.0,0,814.0,0,693.0,0,127.0,3,1873.0,0,1096.0,0,967.0,0,331.0,1,1209.0,0,561.0,0,3519.0,0,1452.0,0,106.0,1,862.0,0,1466.0,0,2715.0,0,995.0,0
656,PAP,1565.0,45.0,34.78,Appartement,2 pièce - 1 chambre - s 45 m²,69004,Lyon,45.77851742848382,4.814461762354968,https://www.pap.fr/annonces/appartement-lyon-4e-69004-r434700094,Croix-Rousse Plateau,T2,1735.0,0,697.0,0,602.0,0,722.0,0,592.0,0,657.0,0,168.0,8,870.0,0,614.0,0,649.0,0,758.0,0,96.0,1,290.0,7,3051.0,0,720.0,0,575.0,0,286.0,1,733.0,0,1675.0,0,541.0,0
657,PAP,1350.0,55.0,24.55,Appartement,3 pièce - 2 chambre - s s 55 m²,69002,Lyon,45.74449530139899,4.818933398480705,https://www.pap.fr/annonces/appartement-lyon-2e-69002-r432600319,Confluence,T3,2353.0,0,249.0,7,290.0,1,1280.0,0,406.0,2,282.0,1,93.0,7,754.0,0,1360.0,0,83.0,3,411.0,2,583.0,0,90.0,5,5189.0,0,995.0,0,378.0,1,904.0,0,1286.0,0,3130.0,0,1945.0,0
658,PAP,1350.0,55.17,24.47,Appartement,"3 pièce - 2 chambre - s s 55,17 m²",69002,Lyon,45.76126577193896,4.832642387917114,https://www.pap.fr/annonces/appartement-lyon-2e-69002-r463300848,Bellecour / Cordeliers,T3,207.0,2,37.0,57,241.0,8,706.0,0,79.0,30,274.0,3,120.0,14,62.0,4,399.0,1,200.0,5,182.0,1,1279.0,0,115.0,3,3043.0,0,650.0,0,51.0,6,1739.0,0,54.0,3,1067.0,0,1470.0,0
659,PAP,1600.0,80.0,20.0,Appartement,2 pièce - 1 chambre - s 80 m²,69003,Lyon,45.75958321121604,4.877818817653976,https://www.pap.fr/annonces/appartement-lyon-3e-69003-r464700141,Montchat,T2,1743.0,0,517.0,0,818.0,0,1890.0,0,824.0,0,857.0,0,492.0,2,1595.0,0,1770.0,0,1051.0,0,988.0,0,1101.0,0,368.0,1,3407.0,0,1929.0,0,902.0,0,1608.0,0,1662.0,0,3512.0,0,2608.0,0
660,PAP,970.0,55.0,17.64,Appartement,2 pièce - 1 chambre - s 55 m²,69004,Lyon,45.78240630120669,4.830809647185247,https://www.pap.fr/annonces/appartement-lyon-4e-69004-r450901805,Croix-Rousse Plateau,T2,1418.0,0,429.0,3,367.0,1,547.0,0,779.0,0,403.0,1,220.0,5,1243.0,0,166.0,9,245.0,3,353.0,1,393.0,1,244.0,6,1723.0,0,245.0,1,363.0,1,334.0,2,650.0,0,1296.0,0,877.0,0
661,PAP,1228.0,65.0,18.89,Appartement,2 pièce - 1 chambre - s 65 m²,69002,Lyon,45.738702470353225,4.814080504257105,https://www.pap.fr/annonces/appartement-lyon-2e-69002-r454701143,Confluence,T2,3100.0,0,42.0,3,520.0,0,2021.0,0,430.0,1,374.0,1,355.0,1,68.0,3,1978.0,0,304.0,1,335.0,1,512.0,0,515.0,0,5936.0,0,1515.0,0,1080.0,0,551.0,0,2018.0,0,3867.0,0,2300.0,0
662,PAP,900.0,27.0,33.33,Appartement,2 pièce - 1 chambre - s 27 m²,69005,Lyon,45.751553963024065,4.806641085273871,https://www.pap.fr/annonces/appartement-lyon-5e-69005-r447201345,Point du Jour / St Just,T2,2458.0,0,940.0,0,451.0,1,1770.0,0,1514.0,0,620.0,0,400.0,1,1015.0,0,1086.0,0,364.0,1,860.0,0,933.0,0,185.0,6,5141.0,0,1638.0,0,848.0,0,1235.0,0,1834.0,0,2968.0,0,1244.0,0
663,PAP,1120.0,51.0,21.96,Appartement,2 pièce - 1 chambre - s 51 m²,69003,Lyon,45.75557912976957,4.849045138084432,https://www.pap.fr/annonces/appartement-lyon-3e-69003-r464600616,Part-Dieu / Villette,T2,676.0,0,122.0,12,435.0,2,267.0,1,411.0,6,223.0,5,141.0,13,960.0,0,393.0,2,218.0,5,256.0,4,241.0,1,148.0,15,3257.0,0,218.0,1,405.0,2,319.0,1,793.0,0,2027.0,0,1533.0,0
664,PAP,1040.0,75.0,13.87,Appartement,4 pièce - 2 chambre - s s 75 m²,69005,Lyon,45.74932951027633,4.816483604377452,https://www.pap.fr/annonces/appartement-lyon-5e-69005-r464601316,Point du Jour / St Just,Grand (T4+),2024.0,0,338.0,2,779.0,0,1095.0,0,909.0,0,757.0,0,325.0,1,542.0,0,1063.0,0,568.0,0,584.0,0,548.0,0,233.0,7,4841.0,0,930.0,0,651.0,0,1471.0,0,1150.0,0,2718.0,0,1381.0,0
665,PAP,860.0,47.0,18.3,Appartement,2 pièce - 1 chambre - s 47 m²,69003,Lyon,45.75719239748728,4.857645126006421,https://www.pap.fr/annonces/appartement-lyon-3e-69003-r464601084,Part-Dieu / Villette,T2,338.0,1,122.0,4,470.0,1,802.0,0,514.0,0,150.0,2,327.0,4,1042.0,0,1059.0,0,333.0,5,504.0,0,476.0,1,339.0,4,3088.0,0,739.0,0,568.0,0,481.0,1,491.0,1,2310.0,0,1656.0,0
666,PAP,792.0,37.0,21.41,Appartement,2 pièce - 1 chambre - s 37 m²,69008,Lyon,45.73222728552048,4.888514826307089,https://www.pap.fr/annonces/appartement-lyon-8e-69008-r464601109,Monplaisir / Bachut,T2,4000.0,0,376.0,1,335.0,1,4052.0,0,1809.0,0,1289.0,0,271.0,8,2304.0,0,791.0,0,773.0,0,670.0,0,1773.0,0,97.0,5,6466.0,0,3617.0,0,593.0,0,1771.0,0,1979.0,0,5967.0,0,2626.0,0
667,PAP,1350.0,70.0,19.29,Appartement,3 pièce - 2 chambre - s s 70 m²,69003,Lyon,45.743352986467215,4.881688511948308,https://www.pap.fr/annonces/appartement-lyon-3e-69003-r463800257,Montchat,T3,2740.0,0,522.0,0,244.0,1,2968.0,0,474.0,1,974.0,0,312.0,3,2225.0,0,246.0,4,473.0,1,649.0,0,1284.0,0,535.0,0,5121.0,0,2798.0,0,585.0,0,1219.0,0,927.0,0,4726.0,0,2056.0,0
668,PAP,1380.0,74.0,18.65,Appartement,3 pièce - 2 chambre - s s 74 m²,69003,Lyon,45.756039289893955,4.880232973655162,https://www.pap.fr/annonces/appartement-lyon-3e-69003-r464600622,Montchat,T3,1974.0,0,404.0,3,418.0,1,2258.0,0,425.0,1,963.0,0,470.0,3,1965.0,0,1387.0,0,953.0,0,1035.0,0,744.0,0,246.0,2,3838.0,0,2251.0,0,650.0,0,1418.0,0,1532.0,0,3844.0,0,2480.0,0
669,PAP,1215.0,65.0,18.69,Appartement,2 pièce - 1 chambre - s 65 m²,69002,Lyon,45.745947135221556,4.824431656259315,https://www.pap.fr/annonces/appartement-lyon-2e-69002-r464502262,Confluence,T2,2025.0,0,73.0,6,545.0,0,912.0,0,614.0,0,623.0,0,85.0,6,426.0,1,905.0,0,373.0,2,165.0,1,782.0,0,191.0,6,4843.0,0,591.0,0,85.0,2,975.0,0,895.0,0,2850.0,0,1621.0,0
670,PAP,922.0,37.0,24.92,Appartement,2 pièce - 1 chambre - s 37 m²,69005,Lyon,45.754204996347376,4.803537340744827,https://www.pap.fr/annonces/appartement-lyon-5e-69005-r464502386,Point du Jour / St Just,T2,2540.0,0,1020.0,0,388.0,1,2000.0,0,1750.0,0,597.0,0,287.0,4,1226.0,0,998.0,0,444.0,1,929.0,0,1004.0,0,195.0,5,5111.0,0,1891.0,0,489.0,1,907.0,0,2047.0,0,2946.0,0,1090.0,0
