Lieu,Prix,Details,Description_A_Propos,Lien,Addr_Regex,Addr_NLP,Adresse_Finale
Lyon 1er (69001),1 050 €,50 m² - 2 pièces,"Iad France - Elodie Robelin vous propose : Exclusivité - Location appartement meublé 2 pièces - place de parking en option - Secteur des Chartreux ! - Adresse : 34 rue Pierre Dupont, 69001 Lyon - Surface : 50,2 m² Carrez - Etage : rez-de-chaussée sur-élevé / 5 - Résidence des années 1980 - Appartement lumineux - Place de parking en option → Une belle opportunité à découvrir sans tarder ! Situé dans une résidence bien entretenue et paisible, cet appartement T2 de 50,2 m² offre un cadre de vie agréable et fonctionnel. Il séduit par son agencement optimisé et sa luminosité naturelle, exposition Nord. Vous profiterez d'un séjour spacieux de 22 m² composé d'un canapé, une grande table, un meuble de rangement ainsi qu'une penderie. La chambre de 9 m² avec un lit de 140 cm et sa salle de bain attenante de 4 m² et son sèche-serviette. Une cuisine semi-ouverte de 9 m² équipée d’un four, plaques de cuisson, hotte, réfrigérateur-congélateur, lave-vaisselle, cafetière, bouilloire, vaisselle, lave-linge, nombreux rangements. Un bureau dans l’entrée avec penderie et wc indépendant. Fenêtres en double vitrage →Un emplacement recherche et pratique Situé secteur secteur des Chartreux, l'appartement bénéficie d'un environnement calme et central, à proximité immédiate : des commerces et services du quotidien, des transports en commun : arrêt Les Esses à 2 min à pieds, lignes C13. Et des espaces verts, dont le Jardin Pierre Dupont, pour vos loisirs en plein air. → A retenir Appartement en rez-de-chaussée sur-élevé dans une résidence de standing. Place de parking en option dans la résidence sécurisée : 100€ / mois. Conditions financières : - Loyer mensuel : 900€ hors charges - Provisions pour charges mensuelles : 150 € ( incluant chauffage au gaz, eau froide et chaude) -Dépôt de garantie : 1.800€ -Honoraires locataire : 451 € -État des lieux : 3€ ttc / m2 Bien situé en zone tendue. Loyer de référence : 856,38€ Hc Loyer majoré : 1.025, 60€ Hc Loyer minoré : 599,98€ Hc Un complément de loyer : 43,62 €, justifié par l'emplacement recherché, quartier résidentiel et calme, vue dégagée et agrémentée d'espaces verts. Disponible dès le 2 février. Avant toute visite : Afin de garantir des visites utiles et des dossiers sérieux : Merci de déposer votre dossier locataire complet sur la plateforme Zelok avant toute demande de visite. Information d'affichage énergétique sur ce bien : classe Energie E indice 286 et classe Climat E indice 60. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Elodie Robelin mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la Sas France immatriculé au Rsac de Lyon sous le numéro , titulaire de la carte de démarchage immobilier pour le compte de la société France Sas. Location meublée. Montant du loyer mensuel charges comprises : 1050.00 euros / mois. Provision mensuelle avec récupération annuelle : 150.00 euros / mois. Zone soumise à encadrement : oui. Montant du loyer de base : 838.00 euros / mois. Montant du loyer de référence majoré : 1004.00 euros / mois. Montant du complément de loyer : 200.00 euros / mois. Dépôt de garantie : 1800 euros. Honoraires Ttc à la charge du locataire : 451 euros (soit 8€ / m²).Informations Loi Alur : Charges : 150 € /mois. Honoraires locataire : 451 € Ttc. Surface (arrondie) : 50 m². Appartement meublé. (Gedeon )",https://www.vizzit.fr/fr/property/appartement/lyon-1/A161c3bmq9jijwkw,place de parking,34 rue Pierre Dupont,34 rue Pierre Dupont
Lyon 4ème (69004),490 €,18 m² - Studio,"Loue studio, rue Barodet, calme, au 4ème étage sans ascenseur, dans petit immeuble. Le studio se compose d’une pièce principale avec coin cuisine équipée (plaques, micro-ondes, frigo, lave-linge…), un espace penderie, une salle de bains avec Wc. Proche du mé... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-4/Afnm8bmp0q6mn3qf,rue Barodet,rue Barodet,rue Barodet
Lyon 5ème (69005),1 020 €,55 m² - 2 pièces,"Disponible de suite. Dépôt de dossier en ligne. Loyer Hc : 1020€ Charges (dont eau chaude, eau froide, Chauffage et refroidissement au sol ) : 145€ Total loyer Cc : 1165€ L’appartement T2 meublé est situé dans une résidence très récente de haut standing très sécu... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-5/Ajanooswcceiy12x,,,
Lyon 6ème (69006),1 900 €,93 m² - 3 pièces,"À louer appartement meublé de 92 m² à Lyon 6ᵉ, situé rue Cuvier, dans le secteur très recherché Foch – Tête d’Or – Vitton, à proximité immédiate du métro Foch, de la place Maréchal Lyautey, des quais du Rhône et des commerces. Installé au 4ᵉ étage sans ascenseur, c... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-6/Agqzpnwzehgk4ytl,rue Cuvier,rue Cuvier,rue Cuvier
Lyon 7ème (69007),990 €,42 m² - 2 pièces,"Particulier loue appartement T2 meublé de 42 m², situé rue d’Anvers dans le 7ᵉ arrondissement de Lyon, au 1er étage d’un immeuble bien entretenu. L’Appartement est entièrement meublé et équipé, idéal pour une installation immédiate. Il se compose de : - Un sa... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-7/A036mli6b3wai5zj,rue d’Anvers,7ᵉ arrondissement de Lyon,7ᵉ arrondissement de Lyon
Lyon 7ème (69007),600 €,25 m² - Studio,"Loue T1 calme, lumineux, dans petite résidence sécurisée de fin 2009, proche de la place Jean Macé et de l'Ecole Management de Lyon,1er étage avec ascenseur, pièce principale avec cuisine équipée,wc et douche séparés, place de parking en sous-sol box fermé sécurisé (loué 115€ compris dans le montant du loyer). Local vélos.Non, meublé.Charges comprises dans le montant du loyer (25€). Proximité bus, métros, tramways, gare Jean Macé, écoles et commerces.",https://www.vizzit.fr/fr/property/appartement/lyon-7/A1w7l4l7kirbt0r3,place Jean Macé,,place Jean Macé
Lyon 8ème (69008),945 €,42 m² - 2 pièces,"Emplacement idéal a proximité de tout transport en commun, de l'Université Lyon 3, de l'Institut Lumière, du Parc Blandan, de la gare et de tout commerce.
Appartement longé d'un balcon et qui a été refait a neuf et le mobilier aussi.
La résidence est fermée avec ascenseur.
Les charges comprennent l'eau chaude, froide ainsi que le chauffage.
local a vélo.
Voisinage sympathique.",https://www.vizzit.fr/fr/property/appartement/lyon-8/Aq2l9mh3puicj2gs,,Emplacement,Emplacement
Lyon 9ème (69009),500 €,21 m² - Studio,"Studio meublé R.C intérieur cours de 21,50 m² Lyon Vaise Parfait état de propreté & bon état général. Proche métro D et lignes 3,19 et 66 des Tcl Libre début Févrie Louer pour 6 ou 7 mois Loyer : 500,00€ Cc Charges Locatives 5€ Contact uniquement par téléphone. Agence s’abstenir",https://www.vizzit.fr/fr/property/appartement/lyon-9/A0qj5uxm6a2lwo7v,R. C intérieur cours de 21,,R. C intérieur cours de 21
Lyon 6ème (69006),985 €,55 m² - 2 pièces,"Grand 2 pièces traversant 55m2, 1er étage. 3 mn à pied du Parc Tête d'Or 7 mn à pied du Metro Massena Libre à partir du 13 février dans petite copropriété de caractère avec digicode proche Boulevard des Belges 55 m2 (loi Carrez) : - 1 Grand Séjour avec Alcôve - Salle d'eau avec douche et évacuation lave linge - Cuisine spacieuse avec bloc lavabo meuble sous évier + cuisine équipée meublée avec rangements / 4 feux / four / hotte - Grande Chambre donnant sur cour tranquille - Pièce aménagée en Dressing / débarras - Wc séparé - Entrée avec placard grand dégagement distribution en étoile - Divers Placards. - Cave - Nouvelles Fenêtres double vitrage. - Diagnostic Dpe : D Loyer de 880 € + 105 € de charges (chauffage collectif inclus) Direct Propriétaire - Pas de frais de bail / pas de frais d'agence. Dossier locataire renseigné sur leboncoin ou lien Dossier Facile fortement apprécié.",https://www.vizzit.fr/fr/property/appartement/lyon-6/A3mlowzalmnwvv1h,,,
Lyon 8ème (69008),1 090 €,58 m² - 3 pièces,"""Disponible à partir du 28/02"" Appartement rénové avec du cachet et belle hauteur sous plafond disposant de très nombreux rangements, entièrement meublé et aménagé. Situé en étage élevé (4ème) avec ascenseur. Il est situé au pied du métro D - Sans Soucis, à 200m (2 minutes à pieds) de l'Université Jean Moulin, la Manufacture des Tabacs et de l'arrêt T4 Manufacture - Montluc pour se rendre directement à la Gare Part Dieu Commerces, bars et restaurants, sont aussi au pied de l'appartement. Juste derrière l'immeuble, l’Avenue des Frères Lumière vous accueillera pour du shopping ou de la détente. C'est un appartement de 58m2 cosy, composé de trois pièces et aménagé : - d'un salon lumineux bien décoré avec un canapé, d'une table de salon et d'une télévision à écran plat. - une cuisine ouverte sur le salon toute équipée avec : plaque à induction, un four, un réfrigérateur, une machine à café, un lave-vaisselle et les ustensiles de cuisine. - une chambre avec un lit double, et un grand dressing. - un bureau avec un canapé Bz. - une salle de bain moderne disposant d'une douche, d'un sèche serviettes, et d'une machine à laver (possibilité de mettre un sèche-linge). - toilettes séparées. Immeuble équipé fibre optique, sécurisé vigik, caméras parties communes et il y a un rack à vélos disponible dans la cour intérieure. Location en direct avec le propriétaire. Loyer 1047 Euros + 43 euros de charges. Les charges comprises concernent les charges d’entretien des parties communes. Photos supplémentaires sur demande.",https://www.vizzit.fr/fr/property/appartement/lyon-8/A1wls0bbnvivpnwa,Avenue des Frères Lumière vous accueillera,,Avenue des Frères Lumière vous accueillera
Lyon 8ème (69008),620 €,40 m² - 2 pièces,"Visite Virtuelle UNIQUEMENTDans le 8ᵉ arrondissement de Lyon, à côté du tram T6 arrêt Petite Guille, proche des commerces, dans une résidence récente, nous vous proposons un appartement 2 pièces (loué vide) situé au 6 ème étage avec ascenseur. Ce logement comprend une entrée avec un placard aménagé, une pièce de vie lumineuse avec le coin cuisine (non meublée et non équipée), une chambre, avec un placard mural non équipé, une salle d'eau avec wc. Ce bien bénéficie d'un garage en sous-sol au niveau -1.Le chauffage et l'eau (froide et chaude) sont inclus dans les charges. Les candidats sont soumis à des conditions de revenus dans le cadre de la loi Scellier Intermediaire",https://www.vizzit.fr/fr/property/appartement/lyon-8/Ahovck29kyezfi4m,,,
Lyon 3ème (69003),695 €,18 m² - Studio,"Studio meublé lumineux, idéalement situé : très proche des commerces, transports en commun (métro, tramway et bus) et à 15' à pied de la Part-Dieu. Dans une toute petite copropriété calme. Eligible aux Apl. Idéal pour un(e) étudiant(e).",https://www.vizzit.fr/fr/property/appartement/lyon-3/Aq0pikv10tg2ik8v,,,
Lyon 8ème (69008),730 €,35 m² - Studio,"A louer Lyon 8ème studio 35m2, proximité Hôpitaux Edouard Herriot Léon Bérard et Université Lyon 3, 1er étage immeuble sécurisé avec ascenseur, balcon, cave, métro à 2 mn Libre 1er Mars 2026.",https://www.vizzit.fr/fr/property/appartement/lyon-8/Ak250klt0flh0535,,,
Lyon 1er (69001),890 €,40 m² - 2 pièces,"Lyon 1Er sur les Pentes de la Croix Rousse loue T2 refait à neuf composé d'une cuisine ouverte sur séjour, mezzanine avec coin couchage, 1 pièce pouvant accueillir bureau, grand dressing, salle d'eau wc, Rue Neyret : calme à sens unique. Loyer 810 € + 80 € charges (eau, tom, entretien des commun).",https://www.vizzit.fr/fr/property/appartement/lyon-1/Aoklxsomfs70hkos,Rue Neyret,Rue Neyret,Rue Neyret
Lyon 8ème (69008),1 080 €,42 m² - 2 pièces,"À louer – T2 meublé en duplex avec terrasse – Bron centre à 2 pas de Lyon 8 grange Blanche En direct avec le propriétaire, Pas De Frais D'agence Ni De Frais De Bail ? Adresse : 8 rue de l’Économie, 69500 Bron à 2 pas de Lyon 3 et Lyon 8 ? Surface : 42 m² (en duplex) ? Terrasse : 10 m² ? Stationnement : 1 place de parking privative ? Type de bien : Appartement T2 meublé ? Situé au centre de Bron, à 2 pas de Lyon 3 et Lyon 8, dans un quartier résidentiel, l’appartement bénéficie d’un cadre de vie calme tout en étant proche des transports, commerces et accès aux grands axes. Tramway T2 à 5 min, 15 minutes des facultés Lyon 2 et Lyon 3 Hôpitaux Est à 5 minutes en voiture, 20 min en Tramways et bus. Accès très rapide à Lyon, Saint Priest, aéroport St Exupéry via les boulevards et autoroutes Commerces, supermarchés, et restaurants accessibles à pied du bien : Dans une petite résidence calme et bien entretenue de 4 appartements, découvrez ce T2 en duplex de 42 m², entièrement meublé et décoré L’appartement se compose de : Un séjour lumineux ouvert sur une cuisine moderne, entièrement équipée (plaques, hotte, four, micro-ondes, réfrigérateur, lave vaisselle, etc…) Une grande baie vitrée donnant accès à une agréable terrasse de 10 m², parfaite pour vos repas en extérieur ou moments de détente À l’étage : Une chambre avec lit double et dressing , salle de bain avec douche et Wc et lave linge L’ensemble du mobilier de qualité et fonctionnel est prêt à accueillir le futur locataire dans un environnement chaleureux et pratique. Équipements inclus : Mobilier complet (canapé, table, lit, rangements…) Cuisine entièrement équipée Lave-linge Chauffage électrique Double vitrage Terrasse Place de parking privative Conditions de location : ? Loyer mensuel : 1080 € Toutes charges comprises ( eau froide, eau chaude, chauffage, box ) ? Dépôt de garantie : 1080€ ? Disponibilité : à partir de début février 2026 ? Bail meublé Pour toute demande complémentaire, photos et visites , je suis disponible par Sms ou messagerie du bon coin Agence S'abstenir Fortement/ Pas De Demarcharge",https://www.vizzit.fr/fr/property/appartement/lyon-8/Ane19eufh2gcbbhv,8 rue de l’Économie,8 rue de l’Économie,8 rue de l’Économie
Lyon 7ème (69007),570 €,21 m² - Studio,"Particulier loue studio meublé lumineux au 4eme étage, orienté sud ouest résidence étudiante sécurisée avec laverie au Rdc. Situé 45 rue de l'université 69007 Lyon, à coté université Lyon 2 et 3, Inseec A 5mn tram T1, bus, en face de Auchan supermarché studio meublé avec lit 1 place, petit canapé, étagères, bureau, chaises cuisine équipée avec frigo, table de cuisson, micro ondes et vaisselle salle de bai avec Wc Visite uniquement le vendredi 13 février 2026, dossier complet avant la visite Disponible à partir de février Loyer 570€ charges comprises de co propriété et eau froide (€)",https://www.vizzit.fr/fr/property/appartement/lyon-7/Aq8l43wwnbwf393w,45 rue de l'université,45 rue de l'université 69007 Lyon,45 rue de l'université
Lyon 9ème (69009),1 100 €,46 m² - 2 pièces,"À louer, superbe T2 de 46 m² avec terrasse de 8 m² situé 44 quai Paul Sédallian – Lyon 9e, dans une résidence récente de standing en bord de Saône. L’Appartement meublé, en état neuf, offre de très belles prestations : - Cuisine italienne haut de gamme entièrement équipée : four, lave-vaisselle, lave-linge, sèche-linge réfrigérateur/congélateur, planche / grill extérieur, appareil à raclette, café Nespresso - Chambre & pièce de vie ouvrant sur grande terrasse aménagée sur mesure avec vue sur la Saône - Grand placards muraux dans le couloir et dans la chambre + rangements dans la pièce à vivre - Wc séparé + salle d’eau avec grand sèches serviettes + rangement - Appartement lumineux, calme et parfaitement agencé - Volets roulants électriques centralisés - Hauteur sous plafond de 2,80 m La résidence propose des espaces communs rares à Lyon : - Salle de réception réservable / bibliothèque partagée - Cours de sport hebdomadaire pour les résidents - Grand jardin arboré et potager collectif - Local vélos sécurisé Transports & environnement - Piste cyclable sécurisée au pied de l’immeuble - Bus lignes 31 et 43 à 2 minutes à pied - Navette fluviale à 10 minutes à pied qui passe par Substistances, Quai Saint-Antoine/Presqu’île jusqu’à Confluence - Métro D Vaise à 15 minutes à pied à 4 stations de Bellecour - Centre (en passant par Valmy, Gorge de Loup et Vieux-Lyon) Quartier calme et verdoyant, très apprécié pour sa qualité de vie, avec commerces et services à proximité immédiate : supermarchés, épicerie bio, boulangerie, pharmacie, bars, restaurants, cinéma et parcs. Le logement est situé dans un environnement particulièrement agréable, idéal pour une installation durable. Loyer - Loyer hors charges : 1 068 € - Provisions sur charges : 32 € - Loyer mensuel total : 1 100 € Logement soumis à l’encadrement des loyers – complément de loyer justifié par la terrasse avec vue Saône et l’entretien des plantes, les prestations haut de gamme et les services de la résidence. Dépôt de garantie 2 mois : 2 136 € Libre à partir du 1er mars 2026 Charges estimées pour une consommation normale : - Chauffage et eau chaude : gaz ≈ 55 €/mois - Électricité : ≈ 25 €/mois - Eau froide : ≈ 17 €/mois Ces montants sont donnés à titre indicatif et peuvent varier selon la consommation Pas de frais d’agence. Premier contact par mail uniquement. Merci de nous avec vos informations et un dossier locataire complet : - Pièce d’identité du/des futur(s) locataire(s) - Contrat de travail justifiant votre emploi du/des futur(s) locataire(s) - 3 derniers bulletins de salaire du/des futur(s) locataire(s) - Dernière déclaration d’impôt des revenus du/des futur(s) locataire(s) - 3 dernières quittances de loyer du/des futur(s) locataire(s) Même dossier pour le garant ou alors certificat Visale. Contrat de location classique d’un an renouvelable.",https://www.vizzit.fr/fr/property/appartement/lyon-9/A8cxqc86u8iw4ely,44 quai Paul Sédallian –,44 quai Paul Sédallian – Lyon 9e,44 quai Paul Sédallian –
Lyon 7ème (69007),1 450 €,104 m² - 4 pièces,"Appartement de 104 m² situé à La Croix-Rousse, impasse Gord. Exposée Sud-Ouest, elle bénéficie d’une excellente luminosité grâce à ses nombreuses ouvertures. Plus de photos disponibles sur demande. ? L’appartement a été entretenu et vécu par ma fille celle-ci l’a toujours gardé très propre, Entièrement rénovée, Dpe C⚡️elle se compose de 2 niveaux, comme ceci : Le rez-de-chaussée comprend une entrée avec rangements et un petit couloir pouvant servir de garage. 1Er étage : - Cuisine entièrement équipée semi ouverte sur un Salon/Salle À Manger. ??‍? - Sall De Bain ?avec douche à l’italienne, Wc ?coin buanderie. 2Ème étage, une ouverture spacieuse avec ces carreaux de ciments anciens dessert : - 3 Chambres ?️ (dont une en enfilade très facilement transformable en 3 vraies chambres) . - Salle De Bain ?? avec une baignoire et un Wc La maison est équipée : - Poêle à granulé ? - Clim réversible ❄️ - Fenêtres Pvc double vitrages ?et volets roulants électriques Une place de parking est déjà incluse, et une deuxième peut être louée. J’Ai le contact. Collocation acceptée. Avant toute visite, merci de me faire parvenir un dossier complet de pièces justificatives détaillé avec garant obligatoire. Cela permettra d’éviter les mauvaises surprises et les pertes de temps, étant donné que j’habite à trois heures de l’appartement. Merci !",https://www.vizzit.fr/fr/property/appartement/lyon-7/A4lof4rl7ai4ox6v,impasse Gord,,impasse Gord
Lyon 6ème (69006),1 590 €,70 m² - 3 pièces,"T3 en Duplex au dernier étage de 70m² à louer. Deux terrasses, une à chaque étage pour un total de 77 m². Résidence de standing et sécurisée. 1 Box fermé est également disponible Loyer mensuel 1590€ charges comprises Les charges incluent l’eau froide, le chauffage, l’entretien de l’ascenseur et parties communes. Électricité à la charge du locataire. Disponibilité immédiate Garage fermé disponible en sus Dépôt de garantie : 2860€ Descriptif détaillé : A 2 minutes à pied du métro A – République, à 5 minutes à pied. Secteur des Brotteaux à proximité. La partie jour comprend une entrée, un grand séjour lumineux, une cuisine entièrement équipée avec accès à une première terrasse de 39m². 2 Chambres 2 Wc 1 Salle d’eau et 1 Salle de Bain. Accès à la seconde terrasse de 38m² depuis le 1er étage du Duplex. Les meubles présents sont : Lit double 160 cm avec couette Table avec Chaises (Intérieur et extérieur) Réfrigérateur, four, four micro-onde et table de cuisson induction, lave-vaisselle Ustensiles de cuisine et vaisselle (assiettes, verres, etc..) Canapé Machine à laver séchante. Diagnostic de Performance Energétique : B et C Modalités de récupération des charges locatives : provision avec régularisation annuelle. Pièces demandées pour le dossier de location : -Photocopie de la carte d’identité ou passeport -3 derniers bulletins de salaire si salarié ou 2 derniers bilans pour les indépendants. -1 justificatif de domicile -Dernier avis d’imposition Idem pour les garants. Zone soumise à encadrement des loyers. Loyer de base : 993.15€ hors charges. Loyer de référence majoré (loyer de base à ne pas dépasser) : 1188.98 € hors charges. Complément de loyer de 241.02€ (Prestations uniques Duplex Dernier étage avec deux terrasses de 77m² au total)",https://www.vizzit.fr/fr/property/appartement/lyon-6/A7tdsquinywt2j37,,,
Lyon 5ème (69005),1 456 €,72 m² - 3 pièces,"T3 meublé – 71,49 m2 – 2 chambres – Résidence récente et sécurisée (2019) � L’Appartement Situé dans une petite résidence de standing, calme et sécurisée, cet appartement T3 meublé de 71,49 m2 offre de beaux volumes et un aménagement fonctionnel. Le quartier, proche de l’hypercentre de Lyon, bénéficie d’une atmosphère paisible et du charme d’un ancien tissu urbain. Il se compose de : • un séjour lumineux avec cuisine ouverte (27 m2) • une chambre parentale (12,58 m2) avec dressing aménagé (2,87 m2) • une seconde chambre/bureau (9,74 m2) • une salle de bain avec grande douche et double vasque • un Wc indépendant • deux couloirs (dont un avec rangements intégrés) • une terrasse de 8 m2 � Équipements Cuisine : cuisine sur mesure, réfrigérateur, four, micro-ondes, plaques induction, lave-vaisselle Salon : canapé 2 places, meuble Tv (téléviseur possible), table basse Couloir : placards + bibliothèque Chambre parentale : lit double Dressing : rangements + lave-linge et sèche-linge Petite chambre : placard + étagère vitrée Une place de stationnement en sous-sol niveau -3 est incluse. � Commodités • Parking sécurisé avec double portail motorisé • Local vélo collectif fermé • Local moto collectif fermé • Accès à la résidence sécurisé (sas + vidéophone) � Informations Complémentaires L’appartement est situé au Rdc : aucune fenêtre ne donne au niveau de la rue. La terrasse et les fenêtres sont situées à un niveau équivalent à +2 par rapport au parking et au parc arboré de la résidence (le bâtiment a été construit sur la colline avec la vue sur Lyon et Mont Blanc si la visibilité le permet). Plusieurs lignes de bus passent à proximité immédiate : 55, 21, 19, 46, 49 : accès direct à la gare Perrache en environ 10 minutes, ou Gorge de loup en 15mn. 20 et 20E : accès direct à Bellecour en 15 minutes. Le funiculaire F1, situé à 500 m, permet de rejoindre facilement le Vieux Lyon. � Loyer 1 456 € Cc comprenant : • 1 286€ del oyer • 50 € de provisions pour charges (entretien des espaces communs, espaces verts, entretien et taxe d'enlèvement des ordures ménagères) • 120 € de complément de loyer Les contrats d’énergie (gaz, électricité), l’eau, l’entretien de la chaudière gaz et l’abonnement internet (fibre disponible) sont à la charge du locataire. � Conditions De Location • Revenus ≥ 2× le montant du loyer • Garant accepté (physique, Visale ou Garantme) • Pas de colocation • Dépôt de garantie : 1 406 € • Bail meublé d’un an, renouvelable • Direct propriétaire : aucun frais de dossier ni d’état des lieux � Première prise de contact par message avec présentation du profil. Les candidats présélectionnés seront contactés pour une visite. � Encadrement des loyers • Loyer de référence : 15 €/m2 • Loyer de référence majoré : 18 €/m2",https://www.vizzit.fr/fr/property/appartement/lyon-5/Agbgdrj07577tzf2,place de stationnement,,place de stationnement
Lyon 2ème (69002),572 €,18 m² - Studio,"Dans une petite rue (rue du Bélier), à quelques pas de la gare Sncf par accès piéton, mais isolé du bruit par les batiments de la gare Studio 18 m2 en très bon état, sur rue très lumineux expo sud, séjour avec coin cuisine équipée, salle de bain avec douche, lavabo, Wc, sol carrelage, chauffage électrique, double vitrage, 2e étage, Fibre dans l’appartement Loyer 530€+ 27€ de charges immeuble + 15€ provisions d'eau Pour info: Loyer de référence : 317€ Loyer majoré : 380€ complément de loyer : 150€ (montant hors charges) Le complément de loyer s’explique par le coin cuisine équipée, la luminosité, l’emplacement à proximité immédiate des écoles, universités et de la gare avec ses facilités de transport (bus, tram, métro) Frais de bail et d'état des lieux : 105€, Grande facilité d’accès à la gare de Perrache (train, métro, tram, bus)",https://www.vizzit.fr/fr/property/appartement/lyon-2/A0smweq4r7xjjck9,rue du Bélier,rue du Bélier,rue du Bélier
Lyon 8ème (69008),560 €,18 m² - Studio,"Studio meublé (18m2) , proche toutes commodités, premier étage, calme et ensoleillé (1er étage, coté cour), équipement : Lit 1 personne, bureau, table, chaises, nombreux rangements, kitchenette équipée, ustensiles de cuisine, four à micro-ondes, machine à laver, douche, Wc. Loyer : 530 € + 30 € de charge. Contrat d’1 an renouvelable. Caution parentale exigée pour les étudiants.",https://www.vizzit.fr/fr/property/appartement/lyon-8/Alz7syh30t9sljya,,,
Lyon 3ème (69003),805 €,28 m² - 1 pièce,"Oqoro vous présente ce T1 de 25 m² situé au 6/8 Rue Saint-Eusèbe, dans le 3 € arrondissement de Lyon. Le LOGEMENTLa pièce de vie, lumineuse et accueillante, est meublée avec un canapé, une table basse, ainsi qu'un bureau pour travailler en toute tranquillité. Une table à manger complète l'espace, idéale pour vos repas et moments conviviaux. La cuisine ouverte est entièrement équipée pour votre confort : four, micro-ondes, plaques de cuisson, hotte, évier, réfrigérateur avec compartiment congélateur, machine à laver, ainsi que de nombreux rangements et ustensiles de cuisine. La salle d'eau dispose d'une douche, d'un meuble vasque avec miroir, d'un Wc, d'un sèche-serviette et de rangements. La chambre est meublée avec un lit double, un placard de rangement et une étagère. Le QUARTIERIdéalement situé dans le 3 € arrondissement, ce logement offre confort et praticité grâce à la proximité des transports en commun et des commerces. Côté transports : Lignes de bus C11 et C9 à quelques minutes à pied Gare Part-Dieu (tram T1, T3, T4 et métro B) accessible en 15 minutes de marche, facilitant vos déplacements dans la région et en France Toutes les commodités sont à moins de 10 minutes à pied : Super U (4 min), Intermarché (9 min) Pharmacies, boulangeries, commerces de proximité Le centre-ville, avec ses boutiques, restaurants et autres services, est également facilement accessible. Ce logement est idéal pour un étudiant ou un jeune actif ! Pour Faire Une Candidature, Aller Sur Notre Site Web Oqoro Et Renseigner La Reference : Sl7643h Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Montant estimé des dépenses annuelles d'énergie pour un usage standard : 562 euros par an. Prix moyens des énergies indexés sur l'année (abonnements compris)",https://www.vizzit.fr/fr/property/appartement/lyon-3/Araoypsufcnbdv8g,8 Rue Saint-Eusèbe,8 Rue Saint-Eusèbe,8 Rue Saint-Eusèbe
Lyon 8ème (69008),990 €,54 m² - 2 pièces,"Vaste T2, traversant plein Sud situé au cinquième étage avec ascenseur. Séjour 16m2 avec vue dans les arbres Cuisine ouverte sur l'entrée 20 m² avec accès au balcon. Chauffage individuel électrique double vitrage, parquet massif.. Salle de bain et Wc séparés. Chambre sur cour, avec nombreux placards. Cave fermé en sous-sol. Digicode et vidéophone. Situées à 20 m de l'arrêt de métro Grange Blanche et cinq minutes à pied de la place des frères Lumière. Direct, propriétaire donc sans frais d'agence mais garantie sérieuse exigées. Premier contact par mail motivé. Disponible à compter du 20 mars 2026. Visite sur rendez-vous avec dossier. Loyer 740 € plus complément de loyer 200 € pour balcon avec vue et cave. Charge mensuelles 50€. Loyer total 990 € par mois. Premier contact par mail motivé via Leboncoin",https://www.vizzit.fr/fr/property/appartement/lyon-8/A90d48vyngvkd05a,place des frères Lumière,,place des frères Lumière
Lyon 6ème (69006),740 €,30 m² - Studio,"Type loft meublé Lyon 6 Brotteaux, secteur résidentiel tout commerce calme et sécurisé,3 minutes métro Massena. Entièrement équipé 30 m2, lave linge lave vaisselle, micro onde, linge... Location toutes charges comprises avec Eau Electricité ,chauffage, Wifi Fibre. +180 Euro forfait charges en supplément. Merci de résumer votre situation, et donner votre numéro de téléphone si vous souhaitez être contacté.",https://www.vizzit.fr/fr/property/appartement/lyon-6/Aee3q8j057flly0k,,,
Lyon 8ème (69008),1 075 €,65 m² - 3 pièces,"Appartement T3 de 65 m², situé rue Édouard Nieuport (69008), en rez-de-chaussée surélevé d’une résidence récente (2010), bien entretenue. Séjour lumineux avec balcon, cuisine équipée (plaque, hotte, four), 2 chambres avec placards, salle de bain avec baignoire, Wc séparés, entrée avec placard et interphone. Fenêtres double vitrage, bonne isolation acoustique. Parc en face, commerces et services à proximité immédiate. Tram T2 Bachut à 500 m, bus à 2 min, métro D à 800 m, périphérique à 5 min. Loyer mensuel hors charges: 960 Charges mensuelles incluent (eau froide, entretien parties communes…) :115 Dépôt de garantie : 1 mois Hc Disponibilité : Local vélo, stationnement gratuit facile. ? plus de Photos sur demande",https://www.vizzit.fr/fr/property/appartement/lyon-8/Alotey5klm1h048u,rue Édouard Nieuport,,rue Édouard Nieuport
Lyon 9ème (69009),470 €,65 m² - 4 pièces,"Loue chambre,calme,ensoleillé aec balcon,proche des transports en communs",https://www.vizzit.fr/fr/property/appartement/lyon-9/Akogi1i6zxpl4t0y,,,
