id_annonce,site,prix,surface,prix_m2,type,description,code_postal,ville,url,latitude,longitude
236,ParuVendu,420.0,21.0,20.0,Appartement,21 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287154348A1KILHAP000,45.74121907690483,4.865731533211758
237,ParuVendu,818.0,52.0,15.73,Appartement,52 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287154347A1KILHAP000,45.74531155915789,4.828600179972783
238,ParuVendu,782.0,40.0,19.55,Appartement,40 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287381603A1KILHAP000,45.74026882919574,4.86725880413166
239,ParuVendu,795.0,32.0,24.84,Appartement,32 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287547679A1KILHAP000,45.73692908178454,4.845559182410148
240,ParuVendu,1005.0,56.0,17.95,Appartement,56 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286954523A1KILHAP000,45.744612905490534,4.864320538411667
241,ParuVendu,995.0,57.0,17.46,Appartement,57 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287360897A1KILHAP000,45.733882453295,4.838684475697148
242,ParuVendu,1332.0,74.0,18.0,Appartement,74 m2 6,69006,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287396648A1KILHAP000,45.763961307498796,4.854181726633079
243,ParuVendu,1285.0,61.0,21.07,Appartement,61 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287535014A1KILHAP000,45.74596721555553,4.869447006712716
244,ParuVendu,1871.0,100.0,18.71,Appartement,100 m2 6,69006,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287298721A1KILHAP000,45.775123440108594,4.856598482822165
245,ParuVendu,850.0,50.0,17.0,Appartement,50 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287532582A1KILHAP000,45.73035161024663,4.864452048051844
246,ParuVendu,662.0,46.0,14.39,Appartement,46 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287338478A1KILHAP000,45.75295811239828,4.8642289461841415
247,ParuVendu,987.0,51.0,19.35,Appartement,51 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287338479A1KILHAP000,45.76615670439585,4.861319719094378
248,ParuVendu,1090.0,57.0,19.12,Appartement,57 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287526570A1KILHAP000,45.74670154888126,4.873355102178808
249,ParuVendu,2995.0,214.0,14.0,Appartement,214 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287526181A1KILHAP000,45.78010911734276,4.802689087633792
250,ParuVendu,1070.0,70.0,15.29,Appartement,70 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287525640A1KILHAP000,45.75713543623644,4.8314223916853605
251,ParuVendu,1175.0,48.0,24.48,Appartement,48 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287121956A1KILHAP000,45.75285490900711,4.858155496884867
252,ParuVendu,1250.0,53.0,23.58,Appartement,53 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287169499A1KILHAP000,45.74696548667295,4.830620650745398
253,ParuVendu,724.0,29.0,24.97,Appartement,29 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287282016A1KILHAP000,45.75248264473234,4.879175580659052
254,ParuVendu,830.0,49.0,16.94,Appartement,49 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286277675A1KILHAP000,45.744123591945566,4.8727807157332785
255,ParuVendu,802.0,34.0,23.59,Appartement,34 m2 1,69001,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287486772A1KILHAP000,45.768660834547234,4.827553161949191
256,ParuVendu,1600.0,50.0,32.0,Appartement,50 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287209479A1KILHAP000,45.77763710452467,4.828478412180489
257,ParuVendu,1298.0,76.0,17.08,Appartement,76 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286217856A1KILHAP000,45.76089588879213,4.834709561950105
258,ParuVendu,880.0,45.0,19.56,Appartement,45 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287400516A1KILHAP000,45.75381895040737,4.871345716241943
259,ParuVendu,1950.0,115.0,16.96,Appartement,115 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287364085A1KILHAP000,45.78510709329681,4.79655620057768
260,ParuVendu,2250.0,61.0,36.89,Appartement,61 m2 6,69006,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286107719A1KILHAP000,45.77063037587335,4.859337427438498
261,ParuVendu,1646.0,92.0,17.89,Appartement,92 m2 1,69001,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287346107A1KILHAP000,45.771062254169856,4.830275245983855
262,ParuVendu,930.0,49.0,18.98,Appartement,49 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287345924A1KILHAP000,45.726531775953596,4.843465709198538
263,ParuVendu,1200.0,64.0,18.75,Appartement,64 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287342302A1KILHAP000,45.74661906205255,4.843639602063695
265,ParuVendu,530.0,17.0,31.18,Appartement,17 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287280505A1KILHAP000,45.75907564152659,4.828482732503008
266,ParuVendu,1200.0,67.0,17.91,Appartement,67 m2 1,69001,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262972A1KILHAP000,45.76677397262837,4.832112331924075
267,ParuVendu,850.0,29.0,29.31,Appartement,29 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262880A1KILHAP000,45.73515703367451,4.874999580543841
268,ParuVendu,1190.0,48.0,24.79,Appartement,48 m2 6,69006,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262751A1KILHAP000,45.769933617833395,4.859275089670401
269,ParuVendu,1100.0,42.0,26.19,Appartement,42 m2 1,69001,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262655A1KILHAP000,45.765970028193955,4.831469071096525
270,ParuVendu,1060.0,50.0,21.2,Appartement,50 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262607A1KILHAP000,45.749871784659156,4.861638493574612
271,ParuVendu,1290.0,115.0,11.22,Appartement,115 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262383A1KILHAP000,45.780448356980735,4.811850564548483
272,ParuVendu,1321.0,75.0,17.61,Appartement,75 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1284703428A1KILHAP000,45.74909298035923,4.82628515294606
273,ParuVendu,822.0,41.0,20.05,Appartement,41 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287237957A1KILHAP000,45.77680040061512,4.829203991639456
274,ParuVendu,920.0,26.0,35.38,Appartement,26 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287189245A1KILHAP000,45.78535551168267,4.805940699154487
275,ParuVendu,950.0,27.0,35.19,Appartement,27 m2 6,69006,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262680A1KILHAP000,45.76250183803982,4.857141746233711
276,ParuVendu,905.0,65.0,13.92,Appartement,65 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287181345A1KILHAP000,45.73424695061372,4.8282320332393525
277,ParuVendu,1200.0,19.0,63.16,Appartement,19 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262705A1KILHAP000,45.73216286617464,4.8753924203246335
278,ParuVendu,1300.0,55.0,23.64,Appartement,Loft 55 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/loft/1287254385A1KILHLT000,45.77624654747536,4.795193509917347
279,ParuVendu,1165.0,55.0,21.18,Appartement,55 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262727A1KILHAP000,45.745391875520106,4.872391444963579
280,ParuVendu,1065.0,38.0,28.03,Appartement,38 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262950A1KILHAP000,45.75523934885529,4.85086467675537
282,ParuVendu,1000.0,74.0,13.51,Appartement,74 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287124066A1KILHAP000,45.77946201899115,4.810396524027428
283,ParuVendu,1120.0,60.0,18.67,Appartement,60 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287112329A1KILHAP000,45.75720366931823,4.878644464473788
284,ParuVendu,1515.0,61.0,24.84,Appartement,61 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287098680A1KILHAP000,45.775110974499036,4.83288170207661
285,ParuVendu,950.0,30.0,31.67,Appartement,30 m2 5,69005,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262917A1KILHAP000,45.75180261719325,4.805609627158729
287,ParuVendu,820.0,46.0,17.83,Appartement,46 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262961A1KILHAP000,45.74089109823742,4.829833911857782
288,ParuVendu,925.0,43.0,21.51,Appartement,43 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286980012A1KILHAP000,45.73358965947338,4.832949812224874
289,ParuVendu,1070.0,68.0,15.74,Appartement,68 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286723074A1KILHAP000,45.74985773377828,4.839214634848259
290,ParuVendu,1090.0,70.0,15.57,Appartement,70 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286933651A1KILHAP000,45.730715471644984,4.872620602729926
291,ParuVendu,790.0,44.0,17.95,Appartement,44 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262707A1KILHAP000,45.769722481269284,4.798280312994646
292,ParuVendu,1100.0,60.0,18.33,Appartement,60 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262519A1KILHAP000,45.764788897259784,4.854658073924682
293,ParuVendu,1061.0,56.0,18.95,Appartement,56 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262830A1KILHAP000,45.74677656480456,4.868756348343776
294,ParuVendu,1350.0,85.0,15.88,Appartement,85 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286876735A1KILHAP000,45.742238548733326,4.878849695839406
295,ParuVendu,1295.0,71.0,18.24,Appartement,71 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287183745A1KILHAP000,45.751884708309014,4.862836330277474
296,ParuVendu,1675.0,103.0,16.26,Appartement,103 m2 5,69005,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1285616590A1KILHAP000,45.7592303527464,4.801497964586689
297,ParuVendu,1110.0,69.0,16.09,Appartement,69 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262643A1KILHAP000,45.73338610226096,4.87166263263643
298,ParuVendu,3000.0,166.0,18.07,Maison,Maison 166 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/maison/1286817547A1KILHMN000,45.765080892139565,4.859318077441623
299,ParuVendu,845.0,35.0,24.14,Appartement,35 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262757A1KILHAP000,45.725119135919684,4.841015937424315
300,ParuVendu,1675.0,48.0,34.9,Appartement,48 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286802896A1KILHAP000,45.77317555872144,4.822110487166478
301,ParuVendu,2150.0,111.0,19.37,Appartement,111 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286796139A1KILHAP000,45.77583377705772,4.826624186703523
302,ParuVendu,1775.0,77.0,23.05,Appartement,77 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286802898A1KILHAP000,45.77040756785837,4.824854506345615
303,ParuVendu,1390.0,71.0,19.58,Appartement,71 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286643582A1KILHAP000,45.742221099715444,4.84391947441443
305,ParuVendu,1290.0,67.0,19.25,Appartement,67 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286616489A1KILHAP000,45.773571057310114,4.796198013060398
306,ParuVendu,1300.0,77.0,16.88,Appartement,77 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286376501A1KILHAP000,45.731391898498686,4.8733099833762825
307,ParuVendu,1650.0,95.0,17.37,Appartement,95 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286361381A1KILHAP000,45.72445551040273,4.841602016824472
308,ParuVendu,850.0,43.0,19.77,Appartement,43 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286248772A1KILHAP000,45.7807207807889,4.8215512627193435
309,ParuVendu,1417.0,80.0,17.71,Appartement,80 m2 5,69005,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1286071779A1KILHAP000,45.75343950649762,4.804418579510687
310,ParuVendu,1999.0,149.0,13.42,Appartement,149 m2 1,69001,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1285973345A1KILHAP000,45.767730143976046,4.8327960661029
311,ParuVendu,1995.0,130.0,15.35,Appartement,Duplex/triplex 130 m2 1,69001,Lyon,https://www.paruvendu.fr/immobilier/location/duplex-triplex/1285787551A1KILHDU000,45.77335752730442,4.831482956618633
312,ParuVendu,1060.0,60.0,17.67,Appartement,60 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1285558598A1KILHAP000,45.75001414998784,4.87046237039529
313,ParuVendu,1190.0,58.0,20.52,Appartement,58 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1283559625A1KILHAP000,45.77213228786598,4.828380578580692
314,ParuVendu,1070.0,55.0,19.45,Appartement,55 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1281957200A1KILHAP000,45.73931439517823,4.863840664850037
315,ParuVendu,1730.0,83.0,20.84,Appartement,83 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1281074897A1KILHAP000,45.74590289855992,4.871411288937225
316,ParuVendu,1170.0,50.0,23.4,Appartement,50 m2 6,69006,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1274674751A1KILHAP000,45.76685599739102,4.855506100996487
317,ParuVendu,1500.0,95.0,15.79,Appartement,95 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726792A1KILHAP000,45.75055501513359,4.858612429036376
318,ParuVendu,581.0,20.0,29.05,Appartement,20 m2 1,69001,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726630A1KILHAP000,45.77142241490983,4.833728151712141
319,ParuVendu,1072.0,72.0,14.89,Appartement,72 m2 6,69006,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726623A1KILHAP000,45.76607264064338,4.851410553081973
320,ParuVendu,608.0,22.0,27.64,Appartement,22 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726624A1KILHAP000,45.74566824474792,4.8658721977409725
321,ParuVendu,1420.0,75.0,18.93,Appartement,75 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726626A1KILHAP000,45.76018414627254,4.866131050191714
322,ParuVendu,615.0,25.0,24.6,Appartement,25 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726627A1KILHAP000,45.735489497924526,4.835162927246779
323,ParuVendu,561.0,16.0,35.06,Appartement,Chambre 16 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/chambre/1287726628A1KILHCM000,45.73941592513917,4.868484476278673
324,ParuVendu,681.0,18.0,37.83,Appartement,18 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726118A1KILHAP000,45.75437951826396,4.8566424317595835
325,ParuVendu,996.0,31.0,32.13,Appartement,31 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726119A1KILHAP000,45.76011057948161,4.831513145702566
326,ParuVendu,602.0,26.0,23.15,Appartement,26 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726120A1KILHAP000,45.74755936949083,4.833302050349347
327,ParuVendu,695.0,20.0,34.75,Appartement,20 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726116A1KILHAP000,45.76124561854216,4.86471935903494
328,ParuVendu,853.0,49.0,17.41,Appartement,49 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726117A1KILHAP000,45.74453565001985,4.833415134581639
329,ParuVendu,520.0,20.0,26.0,Appartement,20 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287725014A1KILHAP000,45.72631758502014,4.8471626403742905
330,ParuVendu,551.0,15.0,36.73,Appartement,15 m2 1,69001,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287725015A1KILHAP000,45.77247852751556,4.834386083800414
331,ParuVendu,830.0,37.0,22.43,Appartement,37 m2 6,69006,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287725006A1KILHAP000,45.76675944911471,4.861365820024409
332,ParuVendu,773.0,36.0,21.47,Appartement,36 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287725007A1KILHAP000,45.73315032628347,4.852135138524959
333,ParuVendu,691.0,36.0,19.19,Appartement,36 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287725011A1KILHAP000,45.783133054631634,4.79563900588255
334,ParuVendu,545.0,17.0,32.06,Appartement,17 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287725004A1KILHAP000,45.752518724478556,4.8379171117917386
335,ParuVendu,750.0,18.0,41.67,Appartement,18 m2 5,69005,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287725005A1KILHAP000,45.76166649229679,4.803349757104597
336,ParuVendu,894.0,53.0,16.87,Appartement,53 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287724999A1KILHAP000,45.779332380935216,4.792684423311459
338,ParuVendu,450.0,11.0,40.91,Appartement,Chambre 11 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/chambre/1287725001A1KILHCM000,45.73211091937887,4.823834153422377
339,ParuVendu,915.0,49.0,18.67,Appartement,49 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287725002A1KILHAP000,45.78056587884467,4.826312719057617
340,ParuVendu,1092.0,51.0,21.41,Appartement,51 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287706040A1KILHAP000,45.78327033885741,4.795386998104347
341,ParuVendu,960.0,50.0,19.2,Appartement,50 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287705590A1KILHAP000,45.76600338993493,4.872897479282168
342,ParuVendu,1060.0,60.0,17.67,Appartement,60 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287705588A1KILHAP000,45.76934908526667,4.858771291328427
343,ParuVendu,1491.0,50.0,29.82,Appartement,50 m2 5,69005,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287679349A1KILHAP000,45.76260222278829,4.806875915686994
344,ParuVendu,1091.0,52.0,20.98,Appartement,52 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287679347A1KILHAP000,45.788223921545935,4.79867534792913
345,ParuVendu,941.0,47.0,20.02,Appartement,47 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287679341A1KILHAP000,45.77536179963439,4.82680492174764
346,ParuVendu,1065.0,52.0,20.48,Appartement,52 m2 6,69006,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287729436A1KILHAP000,45.769409549444006,4.851067493218182
347,ParuVendu,900.0,43.0,20.93,Appartement,43 m2 5,69005,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287729171A1KILHAP000,45.764309380652975,4.801892527114609
348,ParuVendu,780.0,33.0,23.64,Appartement,33 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287729150A1KILHAP000,45.740916700928594,4.8657099563565165
349,ParuVendu,700.0,25.0,28.0,Appartement,25 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287729132A1KILHAP000,45.73796104852234,4.873948372442392
350,ParuVendu,885.0,54.0,16.39,Appartement,54 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287729073A1KILHAP000,45.73250345685336,4.877918910779581
351,ParuVendu,990.0,55.0,18.0,Appartement,55 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287729035A1KILHAP000,45.78151805149189,4.802729260610992
352,ParuVendu,786.0,43.0,18.28,Appartement,43 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287728258A1KILHAP000,45.78938102551743,4.804365998783242
353,ParuVendu,856.0,38.0,22.53,Appartement,38 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287727820A1KILHAP000,45.73817013056315,4.839680644062531
354,ParuVendu,740.0,44.0,16.82,Appartement,44 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287727819A1KILHAP000,45.76048552864198,4.859118120893685
355,ParuVendu,532.0,24.0,22.17,Appartement,24 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287727816A1KILHAP000,45.7519575997188,4.835550452335169
356,ParuVendu,1066.0,64.0,16.66,Appartement,64 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287727818A1KILHAP000,45.73702231797599,4.8788465453401235
357,ParuVendu,453.0,19.0,23.84,Appartement,19 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287727578A1KILHAP000,45.74672990920043,4.832930796671355
358,ParuVendu,621.0,32.0,19.41,Appartement,32 m2 4,69004,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287727579A1KILHAP000,45.77135731445284,4.830487114161028
359,ParuVendu,1300.0,53.0,24.53,Appartement,53 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287728842A1KILHAP000,45.749481708605394,4.83938574283679
360,ParuVendu,935.0,49.0,19.08,Appartement,49 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287715567A1KILHAP000,45.73156864482916,4.864418610982441
361,ParuVendu,1282.0,67.0,19.13,Appartement,67 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287715295A1KILHAP000,45.7636510482472,4.85776447436299
362,ParuVendu,824.0,53.0,15.55,Appartement,53 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287714160A1KILHAP000,45.7853058698798,4.802237201740126
363,ParuVendu,920.0,26.0,35.38,Appartement,26 m2 9,69009,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287729133A1KILHAP000,45.77884568406902,4.795672147900273
364,ParuVendu,570.0,20.0,28.5,Appartement,20 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287728989A1KILHAP000,45.739799660044966,4.865668658876223
365,ParuVendu,1066.0,64.0,16.66,Appartement,64 m2 2,69002,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287728869A1KILHAP000,45.755737687419,4.831842536329733
366,ParuVendu,680.0,20.0,34.0,Appartement,20 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287728970A1KILHAP000,45.760663307048766,4.877564148818423
367,ParuVendu,1226.0,68.0,18.03,Appartement,68 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287729041A1KILHAP000,45.72745119455855,4.850002152833336
368,ParuVendu,381.0,16.0,23.81,Appartement,16 m2 7,69007,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287728242A1KILHAP000,45.73720638174907,4.834864611381214
369,ParuVendu,765.0,58.0,13.19,Appartement,58 m2 6,69006,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287360727A1KILHAP000,45.76774670557202,4.8601738251445745
370,ParuVendu,1015.0,48.0,21.15,Appartement,48 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287729212A1KILHAP000,45.73500837685537,4.865572136239755
371,ParuVendu,910.0,38.0,23.95,Appartement,38 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262739A1KILHAP000,45.749862746799444,4.854523968095391
372,ParuVendu,1200.0,55.0,21.82,Appartement,55 m2 5,69005,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287262708A1KILHAP000,45.76167011970844,4.810513236696128
373,ParuVendu,310.0,11.0,28.18,Appartement,11 m2 5,69005,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287729140A1KILHAP000,45.76400559468825,4.807318740421466
374,ParuVendu,980.0,38.0,25.79,Appartement,38 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287728921A1KILHAP000,45.7586010257244,4.856179532318786
375,ParuVendu,1086.0,63.0,17.24,Appartement,63 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/t3-lyon-3/1269412486A1KILHAP000,45.770255826330214,4.864970979648439
376,ParuVendu,997.0,47.0,21.21,Appartement,47 m2 1,69001,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726788A1KILHAP000,45.771519002960105,4.83090672757621
377,ParuVendu,980.0,52.0,18.85,Appartement,52 m2 3,69003,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726789A1KILHAP000,45.75341908688553,4.863380662063347
378,ParuVendu,569.0,20.0,28.45,Appartement,20 m2 8,69008,Lyon,https://www.paruvendu.fr/immobilier/location/appartement/1287726790A1KILHAP000,45.7381034204434,4.871455148996331
380,SeLoger,1600.0,101.0,15.84,Appartement,"4 pièce - 3 chambre - s, s, 101 m², étage",69004,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-4eme-69/plateau-de-la-croix-rousse-saone/256257927.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,45.77425280104593,4.822723031365204
382,SeLoger,831.0,57.4,14.48,Appartement,"3 pièce - 2 chambre - s, s, 57,4 m², étage",69002,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/cordeliers-celestins-bourse/257757889.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,45.75316016849803,4.830428350685044
383,SeLoger,935.0,49.2,19.0,Appartement,"2 pièce - 1 chambre - s, , 49,2 m², étage",69008,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/transvaal/257750583.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,45.74183520310288,4.872353006210313
384,SeLoger,1595.0,66.2,24.09,Appartement,"3 pièce - 1 chambre - s, , 66,2 m², étage",69002,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/bellecour-ainay/256756373.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,45.74713917319714,4.830921652453488
