Titre_Lieu,Prix,Infos,Lien,Image,DerniereVue,Quartier,Description
Location Appartement 3 pièces 69 m2,1 290 €par mois,"1 290 €par mois
PRIX EN BAISSE
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-8-69008-a14d6857-566c-49bc-9100-9980156a5ac6/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/a14d6857-566c-49bc-9100-9980156a5ac6--57071517-914e-4b44-ba45-4cab046b31fc.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=a938cc8d2fa36ee196d4ac26fa12ff2b50a43462,2026-09-24,Santy,"Appartement À Louer. Lyon 8, Avenue Paul Santy, Secteur Mermoz, dans bel immeuble récent de 2002, au quatrième étage avec ascenseur, agréable et lumineux F3 de 68.90m² entièrement meublé, se composant d'une entrée avec placards, une grande pièce de vie avec cuisine meublée et équipée, donnant sur un grand balcon à vivre, deux chambres avec placards, salle de bains, et WC séparé. Vous aurez à disposition avec l'appartement un jardin arboré, et un local vélo. Appartement entièrement climatisé. DISPONIBLE DE SUITE Loyer : 1250€ + 40€ = 1290€ Honoraires d'Agence : 689€ (visites, constitution du dossier et rédaction du bail) + 206.7€ (frais d'état des lieux) = 895.7€ Dépôt de Garantie : 2500€ Zone soumise à l'encadrement des loyers : Loyer de référence majoré : 16.80€/m² Loyer de référence : 14€/m² DPE noté : C94 Gaz Effet de Serre noté : C-17 Estimation des dépenses annuelles d'énergie : entre 600€ et 900€ *La taxe d'ordures ménagère n'est pas comprises dans les provisions pour charges."
Location Appartement 2 pièces 32 m2,840 €par mois,"840 €par mois
PRIX EN BAISSE
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-1-69001-52e6df36-ad70-47ee-a04d-6cf962274cdc/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/52e6df36-ad70-47ee-a04d-6cf962274cdc--07270393-e5cb-45f2-a3ee-f4fc52ce248e.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=c10f5cf39738dfb3d84abc0304e981ce738750e7,2026-09-24,Croix Rousse,"Studio meublé + coin nuit à louer. 24 Montée Saint Sébastien - Secteur pentes de la croix Rousse, à deux pas du métro Croix-Paquet. Au rez-de-chaussée, appartement de 32.10m² entièrement rénové, composé d'une pièce à vivre lumineuse, un coin nuit avec salle d'eau, une cuisine ouverte aménagée et équipée (plaques de cuisson, micro-ondes), WC séparés, une cave attenante avec réfrigérateur et lave-linge. Disponible rapidement. Zone soumise à l'encadrement des loyers : Loyer de référence majoré : 767.19€ Complément de loyer : 32.81€ Provisions pour charges : 40€ (parties communes, eau froide)"
Location Appartement 2 pièces 47 m2,920 €par mois,"920 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-3-69003-27f6ffa1-bdfb-41d0-a1b0-e44f74f18ce7/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/27f6ffa1-bdfb-41d0-a1b0-e44f74f18ce7--7ab90b33-cd2f-4392-acf7-8d0a8e9403e4.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=5d031167b2c170cca1abfad98fde596ed0df8c32,2026-09-24,Garibaldi,"Appartement T2 à louer. Exclusivité Orpi ! La prise de rendez-vous s'effectue en ligne. Merci de remplir la rubrique 'Contacter l’agence'. Vous recevrez instantanément un email et un SMS vous invitant à choisir un créneau pour visiter le bien. Venez découvrir ce charmant T2 meublé idéalement situé au 43 Rue Léon Jouhaux dans le 3ème arrondissement de Lyon. Le logement est composé d'une pièce à vivre avec cuisine ouverte et équipée, d'une chambre et d'une salle d'eau. Disponible à partir du 1er novembre ! Le loyer : Loyer hors charges : 856€ Provisions sur charges : 64€ Dépôt de garantie : 1712€ Honoraires de visites, constitution du dossier, rédaction du bail : 470€ Honoraires d'état des lieux : 141€ DPE D - estimation annuelle des coûts de l'énergie entre 1020€ et 1430€"
Location Appartement 4 pièces 85 m2,1 300 €par mois,"1 300 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t4-lyon-2-69002-4673b1e1-26db-49c3-9969-4f4470e5bfdb/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/4673b1e1-26db-49c3-9969-4f4470e5bfdb--284fbf80-f884-41f0-8794-2463191c0bde.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=c30bc3257c7ee25ee8cc10defc2ce9f57373854e,2026-09-24,Perrache,"Appartement À Louer. 19 cours Suchet 69002 Lyon, appartement situé au 6ème étage avec ascenseur, T4 de 85m2. Il se compose d'une entrée avec rangement, d'une grande pièce de vie avec placard, donnant accès à un balcon. Une cuisine indépendante meublée et équipée ( plaques, hotte, lave vaisselle, four ) avec balcon. Côté nuit, vous retrouvez trois chambres, dont deux avec accès à un balcon, une salle de bains, et un WC séparé. Chauffage individuel électrique, eau froide collective. Un garage double est disponible en complément pour 150 €/mois. Loyer de référence : 11€/m2 Loyer de référence majoré : 13,20€/m2 soit 1 123,32€ Loyer HC : 1225 € dont 101,68 € de complément ( jusitifié par la présence de deux balcons ainsi que la cuisine meublée ) Provision sur charges (régularisation annuelle) : 75 € soit, charges locatives et eau froide Dépôt de garantie : 1225 € Honoraires : 1 021,20€ dont 170,20€ d'état des lieux. Libre immédiatement !"
Location Appartement 3 pièces 76 m2,1 266 €par mois,"1 266 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-3-69003-bd70ad1c-16bc-44ec-b6f3-ef26775d8d89/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/bd70ad1c-16bc-44ec-b6f3-ef26775d8d89--e0e79b01-66fb-4c56-bb66-76b5b9e38665.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=70bbed5f06eb14408cea279564c53a4b0ba492c4,2026-09-24,Garibaldi,"T3 NON MEUBLE de 75.70 m2 à 1266.35 € CC. Appartement T3 NON MEUBLE de 75.70 m2 à 1266.35 € CC - 24 rue d'Essling 69003 LYON. Ce T3 NON MEUBLE et lumineux au 1er étage avec ascenseur dans une copropriété sécurisée se compose : d'une entrée spacieuse avec un placard de rangement, d'une cuisine indépendante avec seulement bloc évier et hotte, d'un séjour donnant sur une loggia de 8.90 m2, d'une salle de bains, WC séparés et de 2 chambres avec placards de rangement. Une cave et un garage fermé sont loués avec ce logement. DPE C Loyer de référence : 976.53 € Loyer de référence majoré : 1173.35 € Disponible de suite. Visite accompagnée sur RDV. Contacter le service location au 04 72 33 00 81."
Location Stationnement,80 €par mois,"80 €par mois
LOCATION",https://www.orpi.com/annonce-location-stationnement-lyon-7-69007-20c64d79-868e-4530-848c-d286cab2f04f/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/20c64d79-868e-4530-848c-d286cab2f04f--6a658239-9152-4e2c-8145-9d0888184050.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=4f444d219edf0aa9c1d890290b56345a3e53fe23,2026-09-24,Berges du Rhône,Parking À Louer - Rue Colonel Girard Lyon 7. Rue Colonel Girard Place de parking en sous-sol disponible de suite au sein d'une copropriété sécurisée. Loyer : 75 + 5 € = 80€ TTC Dépôt de garantie : 75€ Honoraires : 150 € Disponible dès à présent.
Location Appartement 1 pièce 12 m2,600 €par mois,"600 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-7-69007-d48c137e-900a-487a-ac40-971d3287d3ed/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/d48c137e-900a-487a-ac40-971d3287d3ed--71ba670a-8b7c-42ec-bb66-be82bcaa4e68.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=f24f04315e06b8c0e0a483664ec55cc60f94f28b,2026-09-24,Berges du Rhône,"Appartement À Louer. APPARTEMENT D'EXCEPTION ENTIÈREMENT RÉNOVÉ AVEC TERRASSE – EN COLOCATION Découvrez ce magnifique appartement entièrement refait à neuf, situé au 7 rue Lieutenant-Colonel Girard à Lyon. Alliant confort, modernité et prestations de qualité, il offre un cadre de vie idéal pour des colocataires comme pour une famille ou un groupe d'amis souhaitant louer l'ensemble du logement. Les points forts de l'appartement : Entièrement rénové avec des matériaux et finitions de qualité 3 belles chambres lumineuses Climatisation réversible dans chaque pièce pour un confort optimal en toute saison Agréable terrasse pour profiter des beaux jours Espaces de vie modernes et fonctionnels Proche des commerces, transports et commodités Chambre en Colocation Chaque chambre est proposée au même tarif : 550 € de loyer + 50 € de charges Soit 600 € charges comprises par chambre Dépôt de garantie : 1 100 € par chambre Frais d'agence : 206+ 61.67 par personne N'hésitez pas à nous contacter pour plus d'informations ou pour organiser une visite. _______ Votre dossier locataire : Démarquez vous et mettez toutes les chances de votre côté, merci d’utiliser DossierFacile (dossierfacile.logement.gouv.fr) pour constituer et nous envoyer votre dossier locataire, c'est un service gratuit du gouvernement qui aide les locataires à constituer un Dossier unique, complet et sécurisé afin de le partager simplement aux Propriétaires et Agences."
Location Appartement 1 pièce 32 m2,690 €par mois,"690 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-9-69009-79d1aa5b-77eb-4532-8fd7-f635483400a7/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/79d1aa5b-77eb-4532-8fd7-f635483400a7--b78fc8e8-2ce0-4615-8e14-084cae91c54d.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=0f38d3b44dd170613bd3f4341cd02ed1710deb2b,2026-09-24,Gorge de Loup,"Grand Studio à louer ! Gorge de Loup. Exclusivité Orpi ! La prise de rendez-vous s'effectue en ligne. Merci de remplir la rubrique 'Contacter l’agence'. Vous recevrez instantanément un email et un SMS vous invitant à choisir un créneau pour visiter le bien. Venez découvrir ce spacieux studio meublé de 32m² idéalement situé au 28 Rue Louis Loucheur dans une copropriété calme au 1er étage avec ascenseur. Le logement est composé d'une grande pièce à vivre avec cuisine ouverte et équipée (présence d'une machine à laver) et d'une salle de bain. Le loyer : Loyer hors charges : 645€ Provisions sur charges : 45€ (eau froide, entretien des parties communes) Dépôt de garantie : 1290€ Honoraires de visites, constitution du dossier, rédaction du bail : 317€ Honoraires d'état des lieux : 95,10€ DPE C - estimation annuelle des coûts de l'énergie entre 360€ et 560€"
Location Appartement 3 pièces 64 m2,992 €par mois,"992 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-7-69007-10c0b6fb-d8b9-47c4-99ff-dbb9594e25c9/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/10c0b6fb-d8b9-47c4-99ff-dbb9594e25c9--3a7977d0-e7b7-4f05-a98e-0343aaf2ad6e.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=4bd0fb07bfa2368eb70de9230958efcb1fa0f1da,2026-09-24,Debourg,"Appartement À Louer T3 LYON 7ème. Appartement Type 3 idéalement situé au 46 Avenue Jean-François Raclet, dans le dynamique 7e Arrondissement de Lyon. Cet appartement se compose d'une entrée donnant sur un séjour avec cuisine équipée, un grand espace buanderie, deux chambres avec parquet, une salle d'eau avec W.C. L'eau froide et l'entretien des communs sont inclus dans les charges. Profitez de la proximité des transports en commun, tout en vivant en plein cœur de la ville. Ne manquez pas cette opportunité unique de vivre au centre de Lyon. Disponible de suite"
Location Appartement 1 pièce 17 m2,600 €par mois,"600 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-8-69008-4fdd5806-45e0-4570-8c3a-b953b1465627/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/4fdd5806-45e0-4570-8c3a-b953b1465627--b6110811-6874-44a4-9749-6911b912019b.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=da0877660d7b1e6b074f739403c2720795e62926,2026-09-24,Santy,"A LOUER, studio meublé à Lyon 8ème. A Louer, Studio MEUBLE à Lyon 8ème. A louer, Studio Meublé au rez-de-chaussée, idéalement situé à proximité immédiate des commerces, services et transports en commun. Rénové récemment, ce logement au rez-de-chaussée propose une agréable pièce de vie ouvrant sur un jardin clos, une cuisine ouverte équipée et meublée, un lit et une salle d'eau avec WC séparé. L'appartement dispose de nombreux rangements. Disponible le 7 octobre 2026. Loyer : 600,00 euros charges comprises (dont 70,00 euros de charges). Dépôt de garantie : 1 060,00 euros Honoraires : 220,42 euros (dont 50,90 euros de frais d'état des lieux) Pour visiter ou obtenir plus d'informations, contactez-vous dès aujourd'hui au 04 78 59 06 06."
Location Maison 5 pièces 140 m2,2 200 €par mois,"2 200 €par mois
LOCATION",https://www.orpi.com/annonce-location-maison-t5-lyon-9-69009-befb7f32-1ef2-488b-afd5-03b9099a0987/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/befb7f32-1ef2-488b-afd5-03b9099a0987--7b7243ee-7ded-440d-886e-0cda37dcd695.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=69700331c4bb521a76447c18201c3e9cced30305,2026-09-24,Saint-Rambert,"Maison meublée de 140 m² avec jardin -Lyon 9 - Exclusivité Côté Mont D'Or. Exclusivité ORPI Côté Mont D’OR – Maison meublée à Lyon 9, Chemin de Montessuy Prise de rendez-vous uniquement via le formulaire de contact de l'agence. Un email automatique vous sera envoyé afin de réserver votre créneau de visite. Nous vous proposons à la location une belle maison meublée d'une surface habitable de 140 mètres carrés, idéalement située dans un quartier stratégique et recherché du 9e arrondissement de Lyon. La maison bénéficie d’un emplacement privilégié, à proximité immédiate de Saint-Cyr-au-Mont-d’Or et de Saint-Didier-au-Mont-d’Or Description du bien : La maison se compose de deux niveaux avec un agencement fonctionnel et des prestations de qualité. Au rez-de-chaussée : Un salon lumineux, une cuisine aménagée et entièrement équipée, un espace bureau, une buanderie, un WC indépendant, un cellier donnant accès direct au garage double À l’étage : Quatre chambres, dont une suite parentale avec sa propre salle d’eau et un dressing, une salle de bains, un WC indépendant Extérieurs : Un jardin agréable et une belle terrasse viennent compléter ce bien, offrant un cadre de vie calme et confortable. Quartier calme, proche des commodités et des accès. Loyer mensuel : 2200 Euros Charges comprises Zone soumise à l'encadrement des loyers Loyer : 2198.10€ Complément de loyer : 1.90€ Dépôt de garantie : 4400€ Honoraires à la charges du locataire: 1595€ dont 195€ d'état des lieux. Cette maison conviendra parfaitement à une famille à la recherche d’un lieu de vie spacieux, fonctionnel et prêt à vivre. Pour plus d’informations ou pour organiser une visite, contactez l’agence ORPI Côté Mont D’OR."
Location Stationnement,90 €par mois,"90 €par mois
LOCATION",https://www.orpi.com/annonce-location-stationnement-lyon-3-69003-73-028086-909/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/240747df-0a07-473b-a7c2-72cf81e54f87--63a468dc-d766-465a-b3f3-57b762a6143c.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=b0dfb51fa353beaa0b2da93468e34a6d7cd5d89d,2026-09-24,Montchat,"Parking / box Lyon. Exclusivité ORPI - LYON 3ème - 58 Cours Richard Vitton, au pied de la Place Ronde, garage fermé à louer en sous-sol d'une résidence calme et sécurisée au 58 Cours Richard Vitton."
Location Appartement 1 pièce 23 m2,569 €par mois,"569 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-3-69003-e0a5b1e8-585b-4fe3-a850-aa88f8ac82cd/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/e0a5b1e8-585b-4fe3-a850-aa88f8ac82cd--4ef366a5-b748-47b0-bbc8-bdcbd3744236.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=c49e3bc6dbdb99e0534c0ab831b09c624c987668,2026-09-24,Lacassagne,"Location studio RDC sur cour - 23,09m². MERCI DE PRENDRE RDV EN LIGNE VIA LE FORMULAIRE DE CONTACT AGENCE - Vous recevrez un lien par mail pour la prise de rendez-vous et le dépôt de dossier. 234 Avenue Felix Faure, 69003 - Secteur MAISONS NEUVES Studio meublé de 23.09m2 au rdc au calme sur cour, composé d'une pièce de vie avec coin cuisine aménagé et équipé (plaques, hotte, frigo), une salle d'eau avec WC. Location disponible à partir du 5 octobre 2026 ! Zone soumise à l'encadrement des loyers : Loyer de référence majoré : 512,60€ Complément de loyer : 16,40€ Provisions pour charges : 40€ (parties communes)"
Location Appartement 2 pièces 49 m2,971 €par mois,"971 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-1-69001-211c4e75-beb5-423a-aa33-1971e3db2e48/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/211c4e75-beb5-423a-aa33-1971e3db2e48--2c13c4d4-d2b5-46f9-8b4d-249893984795.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=105471658eaa66e377407505c68b943a836a7929,2026-09-24,Jardin des Plantes,"Appartement T2 bis meublé à louer. MERCI DE PRENDRE RDV EN LIGNE VIA LE FORMULAIRE DE CONTACT AGENCE - Vous recevrez un lien par mail pour la prise de rendez-vous et le dépôt de dossier. 21 Rue de Flesselles - 69001. Appartement T2 meublé composé d'une pièce à vivre lumineuse avec mezzanine pour un couchage d'appoint, une chambre séparée, une cuisine ouverte aménagée et équipée (plaques de cuisson, hotte, four, lave-vaisselle, réfrigérateur), une salle d'eau. Disponible rapidement. Zone soumise à l'encadrement des loyers : Loyer HC : 926€ Provisions pour charges : 20€ (parties communes) Forfait pour charges : 25€ (box internet)"
Location Appartement 2 pièces 50 m2,1 059 €par mois,"1 059 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-3-69003-ccb0e200-47c3-4289-bb61-0b0c58f06bfe/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/ccb0e200-47c3-4289-bb61-0b0c58f06bfe--9aa74be5-5bd7-43b5-bae8-eef6ed299665.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=916ac503c6da663bb86c36498c1bb6e925b0005b,2026-09-24,Sans Souci,"Appartement meublé À Louer - LYON 3. À louer, appartement de type 2 de 50m² situé au 4ème étage, entièrement meublé. Il comprend un hall, une cuisine équipée, un séjour, une chambre, une salle de bains, des WC séparés et un balcon privatif. L'appartement dispose également d'un garage fermé en sous sol. Disponible le 13 octobre A quelques pas du métro D. Loyer de référence majoré (loyer de base à ne pas dépasser) : 909€ loyer de base : 909€ complément de loyer 118€"
Location Appartement 4 pièces 106 m2,1 850 €par mois,"1 850 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t4-lyon-1-69001-eadbf0d0-6adf-4e54-a788-2875be96a24d/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/eadbf0d0-6adf-4e54-a788-2875be96a24d--b68974e7-a7e6-4a68-8294-2dd7b73ee5c4.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=c481f986e8cd938e2c9bc1d13e8be3d56fa97ee6,2026-09-24,Jardin des Plantes,"T4 Meublé 105m² avec garage. Idéalement situé Rue Bouteille à Lyon 1, à deux pas de la Place des Terreaux et de la place Sathonay et du métro A, découvrez ce spacieux appartement meublé de 105 m², situé au 1er étage avec ascenseur d'une résidence sécurisée. L'appartement se compose d'une entrée avec rangements, d'un vaste séjour avec espace salle à manger, d'une cuisine aménagée et entièrement équipée, de trois chambres disposant chacune de rangements, d'une véranda, d'une salle d'eau, de WC séparés ainsi que d'un espace équipé d'un sèche-linge. Un garage complète ce bien. Disponible immédiatement Loyer de référence majoré (loyer de base à ne pas dépasser) : 1733€ loyer de base : 1733€ complément de loyer 22€"
Location Appartement 3 pièces 69 m2,1 650 €par mois,"1 650 €par mois
PRIX EN BAISSE
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-6-69006-56c99ffb-277e-4d20-9388-165ed1b8fa9e/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/56c99ffb-277e-4d20-9388-165ed1b8fa9e--6580e3f6-d828-43c4-9fb8-37ca4676078b.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=9fd1ac790e40535a3c05fed033457de3ac1c1b78,2026-09-24,Foch,"T3 MEUBLE BALCON - RUE BOSSUET. 21 Rue Bossuet 69006 Lyon Venez découvrir ce magnifique appartement meublé, refait à neuf, de type 3 pièces, situé au 1ᵉʳ étage avec ascenseur. Il se compose d'une entrée, d'un séjour lumineux ouvrant sur un balcon, d'une cuisine séparée entièrement aménagée et équipée bénéficiant elle aussi d'un accès au balcon, de deux chambres, d'une salle de bains, de WC séparés, ainsi que d'un dégagement. Les charges comprennent le chauffage, l'eau froide ainsi que l'eau chaude (collectifs gaz). La visite virtuelle : https://envisite.net/vtour/fr/ufryqp/frame Disponible immédiatement. /!\ Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Appartement 3 pièces 53 m2,1 175 €par mois,"1 175 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-2-69002-40a9f904-e1e8-4df7-9f54-e173bf2122be/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/40a9f904-e1e8-4df7-9f54-e173bf2122be--38701a0c-c6fb-4cd5-aca5-2472dbccb7fd.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=3821a15c1c4bd840d5f551e1f1f7128c96244135,2026-09-24,Perrache,"Proche Confluence T3 meublé 69002. 22 quai Perrache, 69002 LYON Tout proche de Confluence, des axes routiers A7 et à deux pas de Perrache, de sa gare et du tramway, cet appartement bénéficie d'un emplacement idéal au sein d'un immeuble sécurisé édifié en 1842. Situé au 1er étage, cet appartement meublé de 53 m² se compose d'une entrée distribuant une cuisine aménagée et équipée, ouverte sur un séjour exposé Est, d'un dégagement avec placards, de deux chambres avec mezzanine ainsi que d'une salle de bains avec toilettes. Le chauffage est individuel électrique et le logement dispose également d'une climatisation réversible. Disponible immédiatement. Visite virtuelle : https://envisite.net/vtour/fr/qrtxea/frame Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite."
Location Appartement 3 pièces 78 m2,1 252 €par mois,"1 252 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-9-69009-78fdcbdf-5afa-46da-86ae-bf0c52b356ff/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/78fdcbdf-5afa-46da-86ae-bf0c52b356ff--58250044-f1a0-4cd7-919a-47ce1f3d6b25.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=83822218497059a8f008c3d5c8076cd173733724,2026-09-24,Gare de Vaise,"T3 meublé 78m² GARE DE VAISE / LYON 9. EXCLUSIVITÉ ORPI - APPARTEMENT 3 PIÈCES AVEC BALCON La prise de rendez-vous s'effectue en ligne. Merci de remplir la rubrique 'Contacter l’agence'. Vous recevrez instantanément un email et un SMS vous invitant à choisir un créneau pour visiter le bien. Découvrez cet appartement de 3 pièces de 78,1 m². Il dispose de deux chambres, d'un cellier, d'une cuisine aménagée équipée et d'une salle d'eau. Le chauffage de l'immeuble est collectif fonctionnant au gaz. Deux balcons viennent agrémenter cet appartement. Il est situé au 4e étage d'un immeuble des années 60 de sept étages avec ascenseur. Les + : A 5 Minutes du METRO D / Gare de VAISE Le loyer : Loyer hors charges : 1128 € Provisions sur charges : 124 €(Chauffage, eau chaude, froide, parties communes) Dépôt de garantie : 2256€ Honoraires de visites, constitution du dossier, rédaction du bail : 781€ Honoraires d'état des lieux : 195€ DPE D"
Location Appartement 2 pièces 51 m2,1 000 €par mois,"1 000 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-1-69001-0ebbcdf5-c77a-42af-b238-5c31a2268952/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/0ebbcdf5-c77a-42af-b238-5c31a2268952--b867b65a-a7e8-4080-9d85-1b6defcb7e35.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=20e46af244b07cef77be77ed5ff2ea87285f6f8c,2026-09-24,Quai Saint-Vincent,"APPARTEMENT T2 MEUBLE - LYON 1 - 50.50M² - 1000€ CC. QUAI SAINT VINCENT - Proximité toutes commodités. Grand appartement meublé type 2 au 5ème étage d’une surface de 50.50 m2 comprenant une entrée avec placards, une grande pièce de vie avec cuisine ouverte aménagée et équipée, une chambre, une salle d’eau, un WC séparé. Chauffage et eau chaude individuels gaz Disponible à partir du 25 septembre 2026. Loyer HC 970€ + 30€ de charges (communs, ascenseur)."
Location Appartement 2 pièces 54 m2,977 €par mois,"977 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-6-69006-96d8790f-f115-46f6-9622-f756d9de70cf/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/96d8790f-f115-46f6-9622-f756d9de70cf--32fce314-b4a5-4ee0-b9a0-cce9aa81d189.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=80e96ff4132929a3f8b2e3a2277093b75466e75c,2026-09-24,Masséna,"Appartement T2 bis + balcon. MERCI DE PRENDRE RDV EN LIGNE VIA LE FORMULAIRE DE CONTACT AGENCE - Vous recevrez un lien par mail pour la prise de rendez-vous en ligne et le dépôt de dossier. 27 Cours Vitton, proximité immédiate métro Masséna, cœur Lyon 6. Appartement T2 bis non meublé de 54.25m² composé d'une pièce à vivre avec cuisine aménagée et équipée, une chambre donnant sur un petit balcon, un espace bureau ou deuxième coin nuit, une salle d'eau avec Lave-Linge. Disponible le 18/09/2026 Zone soumise à l'encadrement des loyers Loyer HC : 927€ Provisions pour charges : 50€ (parties communes)"
Location Appartement 1 pièce 27 m2,450 €par mois,"450 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-9-69009-92b80a8b-3f35-41d7-be55-879986b94462/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/92b80a8b-3f35-41d7-be55-879986b94462--0e79602a-ff96-4d7f-bb13-9ee921cba015.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=e73ec86b5e3e77d0dd4feae97d83f779bab10ea9,2026-09-24,Valmy,"PEINTURE EN COURS - STUDIO - METRO VALMY. 26 Rue du Bourbonnais, 69009 Lyon Dans un petit immeuble au rez-de-chaussée, ce T1 actuellement en cours de réfection (peinture blanche) se compose d'une pièce de vie avec un espace cuisine aménagée et équipée (réfrigérateur, plaque de cuisson, hotte), d'une chambre en alcôve, ainsi que d'une salle d'eau avec toilettes. Les charges comprennent l'eau froide et l'entretien des parties communes. Le chauffage et l'eau chaude sont individuels électriques. Disponible à partir du 01/10/2026. /!\ Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Appartement 3 pièces 68 m2,1 200 €par mois,"1 200 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-5-69005-fa1117db-c4f0-4867-b718-10a27e698ee9/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/fa1117db-c4f0-4867-b718-10a27e698ee9--0a64821d-648c-4d3d-9066-f185a60118d4.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=d8f6a4e238a787ac5ae376d2db268dc48e675bac,2026-09-24,Saint-Irénée,"Beau T3 LYON 5 Lumineux et en pleine nature. QUARTIER CHARCOT/CASTORS. Dans une résidence, beau T3 de 67m2 en étage élevé avec ascenseur. Il bénéficie d'un séjour lumineux (orienté Sud/ouest) donnant sur un joli balcon au grand calme et entouré de verdure, une cuisine aménagée et équipée, 2 chambres, une salle de bain et WC séparé. Un garage et une grande cave de 15 m2 complètent ce bien. Local à vélo fermée dans la résidence. Transports à proximité : bus , station de vélo. Gare de train Lyon Perrache proche : 20 mn environ. Disponible de suite. Indice de performance énergétique : D Loyer charges comprises : 1.200  (dont charges communes, chauffage et eau froide 247 ) Dépôt de garantie : 953  Honoraires locataire : 885 "
