Titre,Prix,Lien,Image,DerniereVue,Description
Appartement 48 m2 Lyon 8,821 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294250226A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/30/5a/L2NpdF9DSVRZQV9CQVJJT1pfdGljL2xvY2F0aW9uL3Bob3RvL2ZpbGlncmFuZS1JTUdfODQ3OS0xMjU3NDUwNTI3ODgxNzI0ODQyNi5qcGc_MjAyNjA5MTYxMTUxMDg_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 106 m2 Lyon 4,1 929 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1293580070A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/cd/b4/L2NpdF9DSVRZQV9CQVJJT1pfdGljL2xvY2F0aW9uL3Bob3RvL2ZpbGlncmFuZS1ydWUtamFjcWFyZF8wMDAxMi0xNzQ3MDQ0MTc0MTk4MDQyOTIxNi5qcGc_MjAyNjA5MDkxMTUxMjM_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 39 m2 Lyon 5,812 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295367394A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/a2/b9/L2NpdF9DSVRZQV9HQUxMSUNIRVRMRU1BSVRSRV90aWMvbG9jYXRpb24vcGhvdG8vZmlsaWdyYW5lLW8tLTg1MTg2MDAzNTg5NDAyNzMxMzEuanBnPzIwMjYwOTE1MjAxNzUz_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 93 m2 Lyon 3,1 758 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294829446A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/img.netty.immo/3d/e0/L3Byb2R1Y3R3L2NvbXBhbnk1NTAxNmFqbS8yL0xBMTk1Ni8xNzY1MTgyNDA2X0xBMTk1Nl84X29yaWdpbmFsLmpwZz8yMDI2MDkxMTAxNTQyNw_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 64 m2 Lyon 5,1 046 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295499219A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/85/0d/L29mZmljZTEyL2luc3RhbnRpbW1vYmlsaWVyXzI0MDYyMC9jYXRhbG9nL2ltYWdlcy9wcl9wLzQvMi81LzEvNi81LzEvNi80MjUxNjUxNmEuanBnP0RBVEVNQUo9MTgvMDkvMjAyNi0xMDo0ODowOCYyMDI2MDkyMjA3MDY1MQ_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 56 m2 Lyon 1,990 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1289818309A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/16/90/L2NpdF9DSVRZQV9CQVJJT1pfdGljL2xvY2F0aW9uL3Bob3RvL2ZpbGlncmFuZS1jYW1pbGxlLWpvcmRhbi10My0xZXItZXRhZ2VfMDAwMTAtNzY4NDc1NzI0ODAzMDg0MzM4MC5qcGc_MjAyNjA5MjIxMTUzMjA_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 64 m2 Lyon 1,975 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1289774005A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/95/f1/L2NpdF9DSVRZQV9CQVJJT1pfdGljL2xvY2F0aW9uL3Bob3RvL2ZpbGlncmFuZS1jYW1pZnJhLXQzLWRlcm5pZXItZXRhZ2VfMDAwMDMtMTM4MTMzNTY1MDM3MzUwMzM2MTIuanBnPzIwMjYwOTA0MTE1MTMx_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 125 m2 Lyon 2,2 267 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1292537696A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/5b/68/L2NpdF9DSVRZQV9WRU5ET01FTFVNSUVSRV90aWMvbG9jYXRpb24vcGhvdG8vZmlsaWdyYW5lLVQ1XzFfcnVlX0NoaWxkZWJlcnRfNjkwMDFfMTgtNzMwODQ3MDUzNjYxMTQyOTUxMy5qcGc_MjAyNjA4MjgxMTU1Mjk_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 48 m2 Lyon 7,978 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295481555A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/images.lesoft.fr/96/2c/L19yb2JvdHMvZXhwb3J0L2ltYWdlcy81LzEwMjYvbG9jYXRpb24vcHJpbmNpcGFsZS8xMDI3MjguanBnPzE3NjM5NDI3OTImMjAyNjA5MTgyMDE3MzY_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 34 m2 Lyon 8,623 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295470028A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/14/b5/L2NpdF9DSVRZQV9WSUxMRUZSQU5DSEVfdGljL2xvY2F0aW9uL3Bob3RvL2ZpbGlncmFuZS0xLS0xMzAxNjU2ODI3OTk3NzMxNjU2OC5qcGc_MjAyNjA5MTgyMDE2MDk_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 43 m2 Lyon 3,785 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295252030A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/6e/a7/L2NpdF9DSVRZQV9CQVJJT1pfdGljL2xvY2F0aW9uL3Bob3RvL2ZpbGlncmFuZS0yMDIzMDYwMVQxMTU3MjQtNzAzMzExMjgwNTg5OTA1MDA4Mi5qcGc_MjAyNjA5MTgxMTUzMjU_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 65 m2 Lyon 7,1 220 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295470312A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/62/ee/L2NpdF9DSVRZQV9CT1VSR1VJR05PTl90aWMvbG9jYXRpb24vcGhvdG8vZmlsaWdyYW5lLTEtLTEwNDE0NTM0MTc1NzE1NDEyMzQ1LmpwZz8yMDI2MDkyMzExNTIxOA_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 64 m2 Lyon 3,1 313 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295470308A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/a2/1e/L2NpdF9DSVRZQV9WRU5ET01FTFVNSUVSRV90aWMvbG9jYXRpb24vcGhvdG8vZmlsaWdyYW5lLTItLTEzODIwOTAzNjEyNjE4NDQ2MDYxLmpwZz8yMDI2MDkyMzExNTIxMw_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 104 m2 Lyon 9,1 201 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295470307A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/f5/62/L2NpdF9DSVRZQV9WRU5ET01FTFVNSUVSRV90aWMvbG9jYXRpb24vcGhvdG8vZmlsaWdyYW5lLUlNR184Mzg3LTY2NTQ4MDY5NTk3NTA0OTkxMTAuanBnPzIwMjYwOTE4MjAxNjEz_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 84 m2 Lyon 3,1 195 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295470304A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/7a/91/L2NpdF9DSVRZQV9WRU5ET01FTFVNSUVSRV90aWMvbG9jYXRpb24vcGhvdG8vZmlsaWdyYW5lLUlNR184NjQ4LTU2NTEzNDQ0MzM2ODQxMjk2ODcuanBnPzIwMjYwOTE4MjAxNjEz_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 98 m2 Lyon 2,1 434 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295470302A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/9d/5b/L2NpdF9DSVRZQV9CQVJJT1pfdGljL2xvY2F0aW9uL3Bob3RvL2ZpbGlncmFuZS01MC1icmVzdC1leC10aGFtaXppYW5fMDAwMDItMTIxMzkzNjM2NTk3NzMzNTc2MTUuanBnPzIwMjYwOTE4MjAxNjEz_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 76 m2 Lyon 5,528 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1289374573A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/a3/16/L29mZmljZTEyL2luc3RhbnRpbW1vYmlsaWVyXzI0MDYyMC9jYXRhbG9nL2ltYWdlcy9wcl9wLzUvMS82LzgvMi8zLzkvNC81MTY4MjM5NGEuanBnP0RBVEVNQUo9MzAvMDQvMjAyNS0wMDo0MTozOCYyMDI2MDkxNzA1MTUwNg_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 80 m2 Lyon 7,535 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294736601A1KILHAP000,https://img.paruvendu.fr/_static_/2026092408/communfo/img/sitemobile/transparent_1x1.png,2026-09-24,
Maison 86 m2 Lyon 3,1 200 € CC*,https://www.paruvendu.fr/immobilier/location/maison/1295468737A1KILHMN000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/49/21/L2JpZW5zLzMzODM5MTI0LzZhYWNlOWY0MmY3OTE_MjAyNjA5MjQxMDA0MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,
Appartement 83 m2 Lyon 6,1 129 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294429845A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/b7/e6/L29mZmljZS9saW1vdXppL2NhdGFsb2cvaW1hZ2VzL3ByX3AvMS85LzkvNi8xLzkvMC82LzE5OTYxOTA2YS5qcGc_REFURU1BSj0yMC8wOC8yMDI2LTEwOjM3OjEyJjIwMjYwOTIyMDY1MjI2_rct?func=crop&w=320&gravity=auto,2026-09-24,"Réf. : 39GERMAIN Disponible de suite Venez découvrir cet appartement entièrement meublé de type 3 en duplex d'une surface carrez de 78.52M² (89.46 M² habitable) situé en rez-de-chaussée. Ce bien se compose d'une entrée avec placard, d'un salon moderne aménagé avec goût ainsi qu'une grande baie vitrée. Ce salon donne sur une grande cuisine entièrement équipée d'électroménager de qualité. A l'étage, vous disposez d'un coin bureau / dressing, une salle d'eau moderne, une chambre et un WC séparé. Vous profiterez également d'une terrasse de 10 M² au calme donnant sur une seconde chambre. Toutes les pièces sont équipées de prises RJ40 et l'appartement bénéficie d'un double vitrage et d'une isolation phonique et thermique. Les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr ----------------------- Loyer HC : 1070.96 euros P. sur charges : 59.09 euros Dépôt de garantie : 2 mois de loyer HC Honoraires agence : 1173.71 euros dont 271.06 euros de frais d'état des lieux ------------------------ Loyer de réf. : 1075.72 euros soit 13.70 euros/m² Loyer de réf. majoré : 1287.73 euros soit 16.40 euros/m² ------------------------ POUR PLANIFIER UNE VISITE : envoyez-nous un message depuis l'annonce et vous recevrez un lien pour déposer votre dossier sur la plateforme sécurisée UPLACE. Etat général : Excellent Surface terrasse : 9 Chauffage : Individuel Chauffage (mécanisme) : Radiateur Chauffage (mode) : Gaz Cuisine : AmenageeEquipee Interphone : oui Charges : 59.09 Numéro de mandat : 39GERMAIN Précision localisation : Lyon 6ème Provision sur Charges : 59.09 euros Bareme ALUR : https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/138198.pdf Honoraires Etat des lieux Locataires : 271.06 Disponible immédiatement Lieu : Rhône (69)"
Appartement 82 m2 Lyon 5,1 137 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294336307A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/cf/82/L2JpZW5zLzMzNjk5NzAwL3g2YTg0NGNmMzViNWI4PzIwMjYwOTI0MTE1MzEz_rct?func=crop&w=320&gravity=auto,2026-09-24,"Lyon 5 à proximité des transports en commun , à louer appartement T4 lumineux. Il se compose d'une entrée avec grand dressing, d'un salon/séjour lumineux donnant sur balcon, d'une cuisine séparée aménagée et équipée (réfrigérateur , plaques, hotte, lave vaisselle , lave linge) de 3 chambres d'une salle d'eau, d'une buanderie et d'une place de parking. Loyer mensuel :972€, provision pour charges mensuelles 183€, dépôt de garantie 972€, honoraires d'agence 1066€ dont 246€ pour l'état des lieux. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Descriptif : - Surface habitable : 82 - Surface du balcon : 6 - Surface du séjour : 18 - Surface cuisine : 9 - Étage du bien : 5 - Ascenseur - Nbre. de chambres : 3 - Nb. de pièces : 4 - Nb. de salles d'eau : 1 - Nb. de WC : 1 - Balcon - Parking Montant des charges : 165 euros Modalité de règlement des charges : provisionnel euros Honoraires Etat des lieux Locataires : 246 Lieu : Rhône (69)"
Appartement 60 m2 Lyon 5,877 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294527383A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/8d/6b/L2JpZW5zLzMzNzE4MTcyL3g2YWE0N2NmZDc0ZGY0PzIwMjYwOTE5MDExMzI1_rct?func=crop&w=320&gravity=auto,2026-09-24,"Beau T3 à louer Lyon 5ème arrondissement.dans une résidence très calme avec un grand parc. Il se compose d'un séjour, d'une cuisine équipée et aménagée, de 2 chambres dont une avec dressing, d'une salle de bains, d'un WC, d'un dégagement et d'un balcon . Place de parking , cave et gardien. loyer 722€, charges 155€, honoraires agence 780€ dont 180€ de rais d'état des lieux, dépôt de garantie 722€ Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Descriptif : - Surface habitable : 60 - Surface du balcon : 4 - Surface du séjour : 17 - Surface cuisine : 8 - Étage du bien : Rez de Chaussée - Nbre. de chambres : 2 - Nb. de pièces : 3 - Nb. de salles de bain : 1 - Nb. de salles d'eau : 1 - Nb. de WC : 1 - Balcon Montant des charges : 155 euros Honoraires Etat des lieux Locataires : 180 Lieu : Rhône (69)"
Maison 127 m2 Lyon 5,2 000 € CC*,https://www.paruvendu.fr/immobilier/location/maison/1295105846A1KILHMN000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/2d/b6/L2JpZW5zLzMzNzgyOTI1L3g2YWEwODg3NjAyZGE3PzIwMjYwOTA5MDEyMDUy_rct?func=crop&w=320&gravity=auto,2026-09-24,"A louer à LYON 5e, belle maison de 127m², 5 Chambres, salle de bains et salle de douche. A proximité des commerces et des transports en commun. Elle se compose d'une entrée, d'une belle pièce à vivre avec un poêle donnant sur une terrasse et jardin ensoleillés, d'une cuisine équipée et aménagée, de cinq chambres, d'une salle de bains avec baignoire et douche. Maison avec garage et places de stationnement. Loyer:1980€, provisions charges mensuelles:20 € ,dépôt de garantie :1980€ Honoraires charge locataire :1651€ dont 381€ pour les frais d'état des lieux. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Descriptif : - Surface habitable : 127 - Surface du séjour : 38 - Surface cuisine : 14 - Nbre. de chambres : 5 - Nb. de pièces : 5 - Nb. de WC : 2 - Terrasse - Garage - Parking - Label : MAISON A LOUER Montant des charges : 20 euros Modalité de règlement des charges : provisionnel euros Honoraires Etat des lieux Locataires : 381 Lieu : Rhône (69)"
Appartement 74 m2 Lyon 7,1 202 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294435191A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/6b/81/L2NpdF9DSVRZQV9HQUxMSUNIRVRMRU1BSVRSRV90aWMvbG9jYXRpb24vcGhvdG8vZmlsaWdyYW5lLTIwMjIwNzI5XzEwMTYxNS0zNzIzNzkyMzAzNjE2NTA0Mzk2LmpwZz8yMDI2MDkxMDExMzY0MQ_rct?func=crop&w=320&gravity=auto,2026-09-24,"À LOUER : Appartement T3 situé dans le 7ème arrondissement de Lyon, dans un quartier dynamique et agréable. Ce bien d'une superficie de 74 m² se trouve au troisième étage d'un immeuble de onze étages, offrant ainsi une belle vue sur les environs. L'immeuble est équipé d'un ascenseur, facilitant l'accès à votre futur chez-vous. L'appartement se compose de trois pièces, dont deux chambres spacieuses, idéales pour accueillir une famille ou des colocataires. La pièce de vie est lumineuse et conviviale, parfaite pour des moments de détente ou de partage. La cuisine est entièrement équipée, vous permettant de préparer vos repas dans un espace fonctionnel et agréable. Vous disposerez également d'une salle d'eau moderne, ainsi que d'un balcon, où vous pourrez profiter de l'extérieur. Pour votre confort, le chauffage est collectif, avec un système au gaz et des radiateurs, garantissant une température agréable tout au long de l'année. L'appartement est situé dans une résidence sécurisée, dotée d'un gardien, ce qui ajoute un niveau de sécurité et de tranquillité. Ce bien est idéalement situé à proximité des transports en commun (métro D et T1) , des commerces et des services, facilitant ainsi votre quotidien. N'attendez plus pour visiter cet appartement qui allie confort et praticité dans un cadre de vie agréable. Le bien est soumis au statut de la copropriété. Loyer de 1 201,50 euros par mois charges comprises dont 130,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Soit avec Assurance Habitation et Assistance* ( 24.00 euros ) : 1 225,50 euros. Les honoraires charge locataire sont de 976,26 euros ( soit 13,12 euros/m² ) dont 225,46 euros pour état des lieux ( soit 3,03 euros/m² ). Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante : #bareme-location Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 920 et 1 300 euros. Prix moyens des énergies indexés en 2022. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 1 071,5 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 1 071,504 eurosLes informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr . *Service facultatif. Contribution annuelle ""attentats"" non comprise. Voir conditions en agence. Lieu : Rhône (69)"
Appartement 99 m2 Lyon 6,1 490 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295465155A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/7c/47/L29mZmljZTgvc3VpdF9ob21lX3BhdHJpbW9pbmUvY2F0YWxvZy9pbWFnZXMvcHJfcC81LzkvMS81LzUvNy85LzYvNTkxNTU3OTZhLmpwZz9EQVRFTUFKPTE0LzEwLzIwMjUtMTQ6MjA6MjkmMjAyNjA5MjMwNzQxMTM_rct?func=crop&w=320&gravity=auto,2026-09-24,"L'agence Suit Home vous propose à la location ce magnifique appartement d'une petite centaine de m², idéalement situé au coeur du 6ème arrondissement de Lyon, dans le prisé quartier Brotteaux. Il se compose d'une spacieuse pièce de vie avec une cheminée qui ajoute du charme, d'une cuisine aménagée, de deux chambres confortables, d'une salle de bain et d'un WC indépendant. Cet appartement T3 - T4 séduit par ses beaux volumes, sa luminosité exceptionnelle et son parfait mélange de charme ancien et de confort moderne. Sa localisation est idéale, à proximité des commerces, écoles et transports. Disponible dès le 30 septembre ! Loyer mensuel : 1 490 euros par mois; charges comprises dont 100 euros de charges récupérables par provisions (entretien des parties communes). Zone soumise à encadrement des loyers Loyer de référence majoré : 1 465.50 euros Loyer de base : 1 217.95 euros Dépôt de garantie : 1 390 euros (soit un mois de loyer) Performance énergétique : DPE : E GES : B Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 230 euros et 3 050 euros (années de référence : 2021, 2022, 2023) Montant total des honoraires pour la visite du logement, les frais de dossier et la rédaction du bail : 1 287.26 euros (13 euros/m2) dont 297.06 euros (3 euros/m2) de frais d'état des lieux. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Mentions légales de l'agence : https://suithome.fr/wp-content/uploads/Mentions-legales-3.pdf Ascenceur : oui Interphone : oui Charges : 100 Précision localisation : Lyon Provision sur Charges : 100 euros Bareme ALUR : https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/263431.pdf Honoraires Etat des lieux Locataires : 297.06 Bien situé dans une ville soumis à l'encadrement des loyers : Loyer de Référence Majoré : 1525.52 euros Loyer de Base : 1390 euros Disponible immédiatement Lieu : Rhône (69)"
Appartement 36 m2 Lyon 1,870 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295437535A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/f8/b9/L2JpZW5zLzMzODMzNjIzLzZhYWJiYjcyY2E5ODI_MjAyNjA5MjQxMDA0MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,"870€CC / Mois A SAISIR sur LYON 01 aux PENTES DE LA CROIX ROUSSE Spacieux Loft de 36m² composé d'un séjour, cuisine équipée, grande mezzanine, placards, sdb, wc, double vitrage, dans immeuble avec digicode. Zone soumise à encadrement des loyers. Loyer de base: 830€. Loyer de référence majoré: 759,60€. Majoration de loyer: 70,40€. TOUTES NOS OFFRES DE LOCATION SUR LOCA.FR. Réf: 6936561. Frais de convention: 220€. Cette offre s'inscrit dans le cadre de la fourniture d'un fichier. Descriptif : - Surface habitable : 36 - Nb. de pièces : 1 Montant des charges : 40 euros Disponible immédiatement Lieu : Rhône (69)"
Appartement 20 m2 Lyon 8,600 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295435911A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/9e/15/L2JpZW5zLzMzODMzNTMzLzZhYWJhM2EzZDIwOTM_MjAyNjA5MjQxMDA0MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,"600€ CC / Mois A SAISIR!! JET D'EAU studio composé d'une entrée, séjour, kitch équipée, placards, sdd, wc, interphone, double vitrage. Zone soumise à encadrement des loyers. Loyer de base: 534€. Loyer de référence majoré: 434€. Majoration de loyer: 100€. TTES NOS OFFRES DE LOCATION SUR LOCA.FR. Frais de convention: 220€. Cette offre s'inscrit dans le cadre de la fourniture d'un fichier. Descriptif : - Surface habitable : 20 - Nb. de pièces : 1 Montant des charges : 66 euros Disponible immédiatement Lieu : Rhône (69)"
Appartement 63 m2 Lyon 3,1 020 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295424381A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/photos.ubiflow.net/cb/69/LzY5NjA5Ny81NTAwNDM3NTMvcGhvdG9zLzEuanBnPzIwMjYwOTE3MDcyMTQ3_rct?func=crop&w=320&gravity=auto,2026-09-24,"EXCLUSIVITE - Rue Antoine Charial - Venez découvrir cet appartement de type 3 de 63,70 m² situé au 1er étage d'une résidence de 2013 avec garage en sous-sol. Il se compose d'un hall d'entrée avec dressing, d'une pièce à vivre avec cuisine ouverte meublée et équipée (plaque de cuisson, hotte, four, lave vaisselle et réfrigérateur), de 2 chambres avec parquet dont une équipée d'un placard, une salle de bains avec sèche serviette et WC séparés. Accès balcon par le séjour et une des 2 chambres. L'appartement est situé à proximité des transports en commun et commerces (à 16 min à pied de la gare de la Part Dieu). Un garage fermé en sous-sol complète ce bien. Le chauffage et l'eau chaude sont individuels électrique. Eau froide individuelle. Disponible le 09 octobre 2026 Honoraires d'état des lieux : 191.1 Bien situé dans une ville soumis à l'encadrement des loyers : Loyer de Référence Majoré : 960 euros Adresse : 136, rue Antoine Charial, Lyon, Rhône (69)"
Appartement 50 m2 Lyon 3,1 059 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295424371A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/photos.ubiflow.net/d6/45/LzY5MTQ5MS80NTA1MTE2NzYvcGhvdG9zLzEuanBnPzIwMjYwOTE3MDcyMTQ3_rct?func=crop&w=320&gravity=auto,2026-09-24,"À louer, appartement de type 2 de 50m² situé au 4ème étage, entièrement meublé. Il comprend un hall, une cuisine équipée, un séjour, une chambre, une salle de bains, des WC séparés et un balcon privatif. L'appartement dispose également d'un garage fermé en sous sol. Disponible le 13 octobre A quelques pas du métro D. Loyer de référence majoré (loyer de base à ne pas dépasser) : 909€ loyer de base : 909€ complément de loyer 118€ Nom du négociateur : BON Fanny Honoraires d'état des lieux : 150.75 Bien situé dans une ville soumis à l'encadrement des loyers : Loyer de Référence Majoré : 909 euros Montant du complément de loyer : 118 euros Adresse : 16, Rue des Tuiliers, Lyon, Rhône (69)"
Appartement 48 m2 Lyon 3,990 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295648155A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/www.allyoucanpost.com/e6/d2/L2FkLXBpY3R1cmUvNmFiNTBhMDM5ZDFkNzU2NzZjMGEyMzZiL3BpY3R1cmUtMC5qcGc_dHM9MTc5MDI0OTQ3NSYyMDI2MDkyNDIwMTc0Nw_rct?func=crop&w=320&gravity=auto,2026-09-24,"Appartement de 48 m2 à louer sur Lyon Particulier loue à Etudiant(e) cet Appartement de 48m2 spacieux et clair Situé dans le quartier calme de Monchat, entièrement rénové, Double vitrage, meublé et décoré. Vous pourrez profiter d'un Rez-de-jardin avec pelouse privative intérieure fermée. - Dans résidence sécurisée – Grande chambre avec dressing, commode et lit - Salon avec canapé, TV large écran plat, Internet wifi (BOX), mini chaine hifi murale, table basse, bureau, table pliante, table de jardin salle de douche avec WC, miroir, ... Cuisine équipée : hotte, plaque induction, lave linge, réfrigérateur/congélateur, four électrique, four micro-onde, bouilloire, grille pain, 4 chaises pliantes. Chauffage individuel électrique économique, interphone. –, table à repasser, ustensiles de cuisine, vaisselle. - à 5mn à pied des Métro, Bus, Tramway toutes directions. A 2 arrêts métro, bus, Tramway de la Gare Part-Dieu, A 900m du périphérique (boulevard de ceinture) Au cœur du 3ème arrondissement, dans le quartier «grange blanche» Proche commerces. Loyer : 990 euros charges comprises Electricité à la charge du locataire. Dossier sérieux demandé. Deux mois de caution et garants exigés. il n'y a pas d'honoraires ou de frais d'agence supplémentaires. Agences s'abstenir SVP Chercher un logement, c'est l'enfer, alors on a créé 123 Loger pour vous simplifier la vie. Combien ça coûte ? Vous réglez le pass de 34 euros (29 euros pour les étudiants). Le pass est mensuel, votre profil reste actif tant que vous restez abonné-e. Sans engagement, vous pouvez vous désabonner très facilement. Nous offrons une garantie satisfait-e ou remboursé-e pendant 1 mois. Comment ça marche ? Sur 123 Loger, ce sont les propriétaires qui contactent les locataires et ça change tout. 1 - Vous définissez vos critères : villes, surface, budget, etc 2 - Vous décrivez votre profil locataire : CDI, étudiant, indépendant, revenus, garant, etc… Une fois pour toute ! 3 - Les propriétaires consultent votre profil et vous contactent directement. À bientôt sur 123 Loger. CC TTC Charges : 40 euros/mois Lieu : Rhône (69)"
